"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","Score","%D","ADP","Ros","+/-","IP","QS","SV","HLD","BB/9","K","ERA","H/IP","H/AB","R","RBI","HR","SB","AVG","OBP","SLG","GP"
"*04eg0*","Lincoln Henzman","(N/A)","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qnm*","Sean Heppner","CLE","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qjz*","Christian Herberholz","BAL","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tls*","Jholbran Herder","LAD","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06imd*","Joel Heredia","PHI","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o0m*","Nathanael Heredia","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6t*","Roblin Heredia","(N/A)","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061zi*","Sean Hermann","SEA","RP","","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ppv*","Aaron Hernandez","(N/A)","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05up5*","Adrian Hernandez","(N/A)","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmn*","Alix Hernandez","SF","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0519g*","Allan Hernandez","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05js8*","Ben Hernandez","(N/A)","RP","","FA","24","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gdy*","Cristian Hernandez","(N/A)","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r6v*","Edinson Hernandez","SD","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yx9*","Elieser Hernandez","ATL","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ckn*","Evelio Hernandez","CLE","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ess*","Jakob Hernandez","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ull*","Jommy Hernandez","CHW","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mgq*","Jonathan Hernandez","PHI","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066st*","Jose Hernandez","(N/A)","RP","","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061yi*","Joseph Hernandez","(N/A)","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c8p*","Justin Hernandez","(N/A)","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06u6j*","Leandro Hernandez","(N/A)","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068rs*","Maxwel Hernandez","PHI","RP","","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c3n*","Oscar Hernandez","(N/A)","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ugy*","Nick Herold","SF","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06m7e*","Adrian Herrera","CIN","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059zp*","Eduardo Herrera","(N/A)","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qhp*","Franyer Herrera","NYY","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uxa*","Jorge Herrera","KC","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064rx*","Keider Herrera","COL","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bdz*","Ronald Herrera","(N/A)","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c8w*","Yordy Herrera","STL","RP","","FA","21","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qjq*","Stone Hewlett","LAA","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05llv*","Mason Hickman","(N/A)","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04pv2*","Jake Higginbotham","SD","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ulk*","Danny Hilario","TB","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066k2*","Brady Hill","WSH","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*055ca*","Garrett Hill","(N/A)","RP","","FA","30","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637q*","Jamison Hill","(N/A)","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z40*","Casey Hintz","SEA","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jqe*","Grayson Hitt","ARI","RP","","FA","24","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zqp*","Jamie Hitt","SD","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04nx1*","Sean Hjelle","SF","RP","","FA","28","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06guk*","Carson Hobbs","LAD","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cuf*","Michael Hobbs","SEA","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qpn*","Trent Hodgdon","CIN","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qlc*","Hunter Hodges","NYM","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06awg*","Graham Hoffman","(N/A)","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061tm*","Aaron Holiday","STL","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dsa*","Jordan Holloway","LAA","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pqd*","Bridger Holmes","LAA","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yo4*","Owen Holt","CIN","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yl4*","Blake Holub","MIL","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d7m*","Brent Honeywell Jr.","(N/A)","RP","","FA","30","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ql6*","Hunter Hoopes","MIN","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060yo*","Anthony Hoopii-Tuionetoa","TEX","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zge*","Luke Hoskins","DET","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zan*","Matthew Hoskins","KC","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041w9*","Zac Houston","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qsn*","Preston Howey","DET","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xu4*","Bryce Hubbart","CIN","RP","","FA","24","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y2z*","Levi Huesman","WSH","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064ne*","Chance Huff","WSH","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kxj*","Riley Huge","ATH","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04eon*","Brandon Hughes","(N/A)","RP","","FA","30","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v2v*","Grif Hughes","TOR","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qoz*","Gus Hughes","NYY","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pp4*","Jonathan Hughes","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qqt*","Nolan Hughes","WSH","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue8*","Eiker Huizi","WSH","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06652*","Nick Hull","CHC","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061je*","Sean Hunley","TB","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*025kq*","Drew Hutchison","(N/A)","RP","","FA","35","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065v6*","Braxton Hyde","COL","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ylr*","Joel Ibarra","LAD","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ky6*","Luis Ilarraza","NYY","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060up*","Kolton Ingram","ATL","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hww*","Jojo Ingrassia","BOS","RP","","FA","23","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06in1*","Thomas Ireland","TEX","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hwg*","Chase Isbell","KC","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06q34*","Edgar Isea","(N/A)","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072wl*","Daichi Ishii","(N/A)","RP","","W <small>(Sun)</small>","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hp0*","Matt Jachec","CLE","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04elo*","Andre Jackson","(N/A)","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06suv*","Gabriel Jackson","BOS","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hh2*","Isaiah Jackson","KC","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yo9*","Jordan Jackson","SEA","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070bq*","Luke Jackson","TB","RP","","FA","21","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h05*","Carson Jacobs","CHW","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06s35*","Zach Jacobs","CLE","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06588*","Tanner Jacobson","STL","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049dt*","Josh James","(N/A)","RP","","FA","32","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qv5*","Fisher Jameson","COL","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065j8*","Jack Jasiak","CLE","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o07*","Robinson Javier","BAL","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r5w*","Sebastian Javier","(N/A)","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03n6f*","Tyler Jay","(N/A)","RP","","FA","31","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051d5*","Antoine Jean","COL","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ilu*","Enderson Jean","PHI","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0689j*","Madison Jeffrey","CHW","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qun*","Jake Jekielek","TEX","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hpo*","Bryce Jenkins","NYM","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064nw*","Ryan Jennings","TOR","RP","","FA","26","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ees*","Steven Jennings","TEX","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0511q*","Ryan Jensen","(N/A)","RP","","FA","28","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogs*","Wil Jensen","CHC","RP","","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072h3*","Woo Joo Jeong","(N/A)","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0680o*","Eli Jerzembeck","CHC","RP","","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0657g*","Brody Jessee","CIN","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072fx*","Chase Jessee","KC","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qkz*","Luke Jewett","COL","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rqp*","Aiden Jimenez","KC","RP","","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uvv*","Antonio Jimenez","SF","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050yo*","Carlos Jimenez","(N/A)","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06872*","Cristian Jimenez","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059zc*","Dany Jimenez","(N/A)","RP","","FA","32","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066r2*","Federik Jimenez","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r65*","Jhonny Jimenez","LAD","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hsp*","Linbel Jimenez","MIL","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tlb*","Marco Jimenez","DET","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06umc*","Onias Jimenez","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ulo*","Ronaldys Jimenez","PIT","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uy4*","Yeuris Jimenez","WSH","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
