Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Connor Norby","MIA",81,348,315,80,51,17,1,10,45,41,26,0,95,5,2,0,,7,2,0.252808,0.0739803,0.271978,0.272008,0.31671,0.413384,0.318203,0.730094,0.160576,4.96305,0.32638,0,-0.0419054,42.5538,1.45389,102.224,-0.0419054,1.77256,0.8747709840536118,0.4947810173034668,1.32496,728.1400146484375,,,,,,,382.7,4.724691358,382.7,4.724691358,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Anthony Volpe","NYY",69,298,269,62,36,15,2,9,35,36,24,0,73,2,2,1,,10,3,0.229714,0.0816997,0.244954,0.333531,0.297659,0.396032,0.302388,0.69369,0.166317,5.89855,0.281396,0,0.316174,32.6463,-2.5822,93.9757,0.316174,1.25986,-1.8007766902446747,4.454308390617371,1.32198,641.989990234375,,,,,,,306.3,4.439130434,306.3,4.439130434,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Brenton Doyle","COL",87,378,348,84,55,15,2,11,49,40,24,0,105,2,2,1,,15,3,0.242189,0.0644832,0.278084,0.231884,0.293676,0.395499,0.299517,0.689176,0.153311,6.80916,0.31316,0,1.28382,40.4716,-4.15119,77.1107,1.28382,7.61562,-8.961401462554932,8.964380741119385,1.2867,166.25,,,,,,,378.8,4.354022988,378.8,4.354022988,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Mike Yastrzemski","ATL",72,313,273,64,36,15,1,11,43,35,35,1,76,3,1,1,,3,1,0.233157,0.110743,0.241533,0.458498,0.324613,0.416286,0.322983,0.740899,0.183129,4.55047,0.281601,0,-0.412807,39.5133,2.52339,106.368,-0.412807,3.64931,1.9499396085739136,0.1531689167022705,1.28153,656.0999755859375,,,,,,,354.9,4.929166666,354.9,4.929166666,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Jung Hoo Lee","SFG",92,398,363,98,67,19,5,7,44,39,28,1,40,4,3,1,,4,2,0.268899,0.0693967,0.101292,0.685112,0.324773,0.401228,0.31628,0.726001,0.132329,4.61101,0.285564,0,-0.901832,48.0121,1.04077,104.64,-0.901832,2.12123,1.2844678163528442,-1.99605393409729,1.2813,339.44000244140625,,,,,,,433.2,4.708695652,433.2,4.708695652,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Jake Meyers","HOU",66,286,256,63,44,11,1,6,33,26,23,0,61,4,2,1,,7,3,0.244419,0.0799385,0.212545,0.376102,0.313278,0.366279,0.300253,0.679557,0.12186,5.08647,0.296796,0,-0.256289,30.7884,-2.96972,91.9519,-0.256289,4.47806,-2.9663650393486023,5.498428702354431,1.26571,738.1500244140625,,,,,,,276.7,4.192424242,276.7,4.192424242,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Ben Williamson","TBR",66,283,256,68,50,13,2,3,35,30,21,0,55,3,1,1,,7,2,0.267072,0.0751769,0.195112,0.385301,0.329135,0.367024,0.307345,0.696159,0.099952,5.89993,0.328977,0,0.165443,32.1392,-1.3126,95.3798,0.165443,2.31378,-1.3762198239564896,3.974895715713501,1.26339,999,,,,,,,281.8,4.269696969,281.8,4.269696969,,,,,,,,,,,,,,,,,,,"Ben Williamson","33197",810938
"Brendan Donovan","SEA",63,271,237,63,44,12,1,6,31,28,26,1,40,6,2,0,,2,2,0.265882,0.0955869,0.148015,0.645793,0.351625,0.397081,0.33038,0.748706,0.131199,3.36074,0.297204,0,-0.748086,35.8228,3.8108,118.661,-0.748086,-0.617039,5.210830807685852,-2.323520839214325,1.24998,268.5799865722656,,,,,,,306.9,4.871428571,306.9,4.871428571,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Dylan Crews","WSN",69,298,268,64,44,10,3,8,39,33,22,0,68,6,2,0,,13,4,0.240099,0.0734967,0.227171,0.323529,0.309577,0.386139,0.305399,0.695715,0.14604,7.00519,0.290102,0,0.551086,33.3751,-1.8534,94.8131,0.551086,5.48304,-1.2818012237548828,3.566368818283081,1.24932,282.2200012207031,,,,,,,309.2,4.48115942,309.2,4.48115942,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Spencer Torkelson","DET",107,462,404,93,50,22,1,21,57,63,51,2,125,5,3,0,,1,0,0.230291,0.109416,0.271176,0.403486,0.32163,0.440974,0.329801,0.762604,0.210683,2.6562,0.277711,0,-0.622831,60.8872,6.28298,111.48,-0.622831,-0.921772,5.630174219608307,-9.351555466651917,1.24752,188.35000610351562,,,,,,,553.6,5.173831775,553.6,5.173831775,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Jac Caglianone","KCR",85,368,330,85,52,16,1,16,48,46,31,1,82,5,2,0,,2,1,0.257188,0.0837104,0.223228,0.375,0.329034,0.456082,0.338697,0.785116,0.198894,3.59093,0.295203,0,-0.520789,51.1039,7.65542,114.843,-0.520789,-1.82339,5.912028014659882,-6.402092099189758,1.24547,164.58999633789062,,,,,,,457.5,5.382352941,457.5,5.382352941,,,,,,,,,,,,,,,,,,,"Jac Caglianone","35041",695506
"Carter Jensen","KCR",80,330,293,72,47,13,2,11,39,41,33,1,90,1,2,0,,4,0,0.245926,0.100427,0.271062,0.370495,0.322976,0.410219,0.319461,0.733195,0.164293,4.69723,0.314882,0,0.0311464,40.7549,1.71832,101.592,0.0311464,-0.0778375,0.6510206405073404,-0.04234369099140167,1.22632,999,,,,,,,372.3,4.65375,372.3,4.65375,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Tommy Edman","LAD",60,258,237,59,39,11,1,7,34,30,17,0,46,2,2,1,,6,1,0.248021,0.0652174,0.178744,0.364865,0.302663,0.401055,0.306103,0.703719,0.153034,5.90855,0.277027,0,0.609492,29.073,-1.4584,95.785,0.609492,3.07543,-0.6813559532165527,3.9982680082321167,1.21953,730.1199951171875,,,,,,,262.4,4.373333333,262.4,4.373333333,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Harrison Bader","SFG",86,373,342,81,54,14,1,12,45,43,23,0,92,5,3,0,,10,5,0.237586,0.0614794,0.247954,0.247946,0.293694,0.388979,0.297886,0.682672,0.151393,4.80571,0.288164,0,-0.436879,39.4456,-4.58998,92.0399,-0.436879,2.10138,-3.9529251754283905,3.4323962926864624,1.21621,554.3099975585938,,,,,,,359.7,4.182558139,359.7,4.182558139,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"Francisco Alvarez","NYM",53,213,188,44,26,8,0,9,25,29,20,0,56,3,1,0,,0,0,0.233679,0.0952826,0.264108,0.360772,0.31591,0.430876,0.324114,0.746786,0.197197,2.45846,0.278398,0,-0.24443,27.0195,1.9082,110.915,-0.24443,-1.00705,2.504815027117729,2.2509771585464478,1.21049,165.25,,,,,,,235.2,4.437735849,235.2,4.437735849,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Mickey Moniak","COL",87,378,351,95,53,18,4,19,50,57,21,1,94,4,2,0,,6,3,0.269629,0.0543724,0.249003,0.218361,0.314805,0.512384,0.350574,0.827188,0.242754,5.56788,0.313333,0,-0.431129,56.1267,11.5039,112.087,-0.431129,0.202054,4.978771090507507,-5.831897005438805,1.19911,245.8300018310547,,,,,,,512.6,5.891954022,512.6,5.891954022,,,,,,,,,,,,,,,,,,,"Mickey Moniak","19956",666160
"Luke Raley","SEA",71,305,267,64,37,12,1,13,38,43,22,0,95,13,1,2,,5,2,0.23894,0.072759,0.311997,0.233204,0.325656,0.439631,0.333749,0.765287,0.200691,4.9569,0.316992,0,-0.188498,41.2174,5.13118,120.982,-0.188498,-2.29369,7.364194363355637,-6.304796457290649,1.18446,748.25,,,,,,,363,5.112676056,363,5.112676056,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Kyle Teel","CHW",65,262,230,57,41,10,1,6,34,28,28,0,68,2,1,1,,4,1,0.248879,0.108268,0.259843,0.416667,0.335306,0.376682,0.316471,0.711987,0.127803,4.18775,0.325658,0,-0.170372,31.7103,0.727305,102.292,-0.170372,-0.321806,0.5379389971494675,1.8979465663433075,1.17311,266.8800048828125,,,,,,,275.1,4.232307692,275.1,4.232307692,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Luis Torrens","NYM",56,220,201,48,32,11,1,5,20,25,14,0,49,2,1,1,,1,1,0.240867,0.0658502,0.224399,0.293451,0.298068,0.375851,0.295327,0.673919,0.134985,2.65396,0.294868,0,-0.462578,22.825,-3.16621,91.1945,-0.462578,2.59789,-2.7582770586013794,6.894190311431885,1.17244,999,,,,,,,199.5,3.5625,199.5,3.5625,,,,,,,,,,,,,,,,,,,"Luis Torrens","15905",620443
"Joe Mack","MIA",69,273,248,56,36,12,1,8,32,35,20,1,77,3,2,0,,2,1,0.225604,0.0719104,0.282443,0.254601,0.288854,0.370363,0.288542,0.659218,0.144759,3.82151,0.292125,0,-0.18253,26.7837,-5.42522,81.9047,-0.18253,3.0287,-6.028742730617523,8.35277271270752,1.1663,999,,,,,,,251.3,3.642028985,251.3,3.642028985,,,,,,,,,,,,,,,,,,,"Joe Mack","29780",691788
"Nolan Gorman","STL",93,401,355,81,49,14,1,17,46,54,41,2,124,1,3,0,,2,1,0.227083,0.103363,0.309624,0.333832,0.30638,0.412687,0.311444,0.719067,0.185605,2.9675,0.293402,0,-0.460782,46.8554,-0.524403,101.083,-0.460782,0.873719,0.053689658641815186,-2.0262808799743652,1.16406,653.1400146484375,,,,,,,431.7,4.641935483,431.7,4.641935483,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Danny Jansen","TEX",61,243,209,43,23,10,0,9,25,27,27,0,59,5,1,0,,0,0,0.206345,0.111869,0.243493,0.459434,0.310219,0.387363,0.308509,0.697583,0.181018,1.82661,0.240958,0,-0.54927,27.8021,-0.896534,98.4693,-0.54927,-0.787834,-0.9874477088451385,3.9559935927391052,1.15949,999,,,,,,,241.4,3.957377049,241.4,3.957377049,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Royce Lewis","MIN",83,358,325,76,47,15,0,13,39,49,28,1,83,3,2,0,,9,1,0.23419,0.0769925,0.232462,0.331205,0.297024,0.404121,0.304306,0.701145,0.169931,4.18526,0.272091,0,0.673885,39.7329,-2.54131,93.4112,0.673885,0.0244214,-2.1044960618019104,1.0182485841214657,1.14945,193.64999389648438,,,,,,,373.6,4.501204819,373.6,4.501204819,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Garrett Mitchell","MIL",80,347,299,68,42,16,3,7,44,45,41,1,118,3,2,2,,14,4,0.227273,0.117117,0.339863,0.3446,0.323373,0.368831,0.306645,0.692204,0.141558,6.85992,0.345969,0,0.464266,39.1627,-1.80446,96.4014,0.464266,-0.536467,-1.0145013332366943,0.7018046975135803,1.14902,691.1699829101562,,,,,,,358.5,4.48125,358.5,4.48125,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Jared Triolo","PIT",70,303,268,66,46,13,2,4,34,27,30,1,68,2,2,1,,9,2,0.245073,0.0983802,0.224625,0.437975,0.324173,0.356898,0.302282,0.681071,0.111825,5.57998,0.310675,0,0.443625,33.1644,-2.65129,90.7745,0.443625,4.11783,-2.8706943690776825,3.9581118524074554,1.14376,735.5399780273438,,,,,,,295.8,4.225714285,295.8,4.225714285,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"George Springer","TOR",102,441,388,96,62,17,1,15,60,54,46,1,85,5,2,0,,9,2,0.246439,0.104577,0.193741,0.539777,0.332024,0.413951,0.326642,0.745975,0.167513,4.94277,0.278212,0,0.258118,56.9837,4.86589,110.159,0.258118,0,5.539602845907211,-9.595061302185059,1.13919,94.37999725341797,,,,,,,510.1,5.000980392,510.1,5.000980392,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Carlos Narváez","BOS",65,257,228,52,32,13,0,7,26,26,24,1,69,3,1,1,,1,1,0.226683,0.0944771,0.268241,0.35221,0.307484,0.369302,0.298668,0.676786,0.142618,2.56403,0.293722,0,-0.317046,27.3711,-3.0027,86.089,-0.317046,1.97338,-4.531755447387695,6.770910024642944,1.13482,443.010009765625,,,,,,,246.8,3.796923076,246.8,3.796923076,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Ryan O'Hearn","PIT",71,308,273,74,51,13,1,10,38,37,30,2,59,3,2,0,,2,1,0.272239,0.0977096,0.192301,0.508108,0.349111,0.430346,0.338644,0.779457,0.158107,3.22486,0.313761,0,-0.374279,42.8035,6.40067,115.683,-0.374279,-0.351384,5.352490097284317,-4.575149834156036,1.12896,285.44000244140625,,,,,,,378.8,5.335211267,378.8,5.335211267,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Samuel Basallo","BAL",83,345,312,76,44,16,0,16,42,49,28,2,86,3,2,0,,1,1,0.244083,0.0799114,0.24978,0.319927,0.309599,0.450227,0.326078,0.759826,0.206144,2.13412,0.284847,0,-0.600775,44.3574,3.64333,110.611,-0.600775,-2.27222,3.708640456199646,-4.543821096420288,1.12862,160.94000244140625,,,,,,,402.5,4.84939759,402.5,4.84939759,,,,,,,,,,,,,,,,,,,"Samuel Basallo","28824",694212
"Jake Cronenworth","SDP",81,351,300,68,45,14,2,8,42,34,40,1,70,8,2,1,,3,1,0.226099,0.113017,0.199244,0.56723,0.330454,0.360869,0.309278,0.691323,0.13477,4.04957,0.268037,0,-0.534194,40.3814,-1.07591,101.189,-0.534194,-1.74507,-0.039618730545043945,-0.6351956129074097,1.1261,738.2999877929688,,,,,,,354.9,4.381481481,354.9,4.381481481,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Kyle Manzardo","CLE",83,360,318,76,44,16,2,15,40,47,35,1,91,4,2,0,,1,0,0.239779,0.0969628,0.252341,0.384254,0.321282,0.437165,0.328116,0.758447,0.197386,3.24717,0.286894,0,-0.309197,46.8858,4.39718,111.755,-0.309197,1.20894,4.672985941171646,-6.09198796749115,1.1218,253.4600067138672,,,,,,,425.3,5.124096385,425.3,5.124096385,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Jackson Holliday","BAL",71,308,274,67,45,12,1,9,41,32,31,0,68,2,1,0,,8,4,0.246503,0.100932,0.22205,0.454545,0.32764,0.396853,0.318491,0.724493,0.15035,5.00751,0.297821,0,-0.747124,37.7624,1.35962,105.384,-0.747124,-2.0304,1.2080492973327637,-0.8591011762619019,1.12121,203.14999389648438,,,,,,,329.3,4.638028169,329.3,4.638028169,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Tyler O'Neill","BAL",82,353,308,72,44,11,1,16,47,45,39,2,95,5,2,0,,4,1,0.233241,0.110098,0.27032,0.407287,0.326573,0.426814,0.327629,0.753387,0.193573,4.34095,0.282748,0,-0.0673513,45.8617,4.17466,111.68,-0.0673513,-1.37244,4.78931337594986,-6.0043803453445435,1.11876,477.6400146484375,,,,,,,420,5.121951219,420,5.121951219,,,,,,,,,,,,,,,,,,,"Tyler O'Neill","15711",641933
"Trevor Story","BOS",81,351,327,81,52,18,1,11,42,46,18,1,101,3,3,1,,12,1,0.248766,0.051784,0.287719,0.179981,0.292345,0.406332,0.301111,0.698677,0.157566,5.94993,0.3249,0,1.70183,38.0548,-3.40253,87.7717,1.70183,-1.55335,-3.354981780052185,2.205907464027405,1.11867,111.33000183105469,,,,,,,370.9,4.579012345,370.9,4.579012345,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Heliot Ramos","SFG",83,358,324,84,55,17,1,12,43,45,26,1,85,6,2,0,,3,1,0.260057,0.0719847,0.238568,0.301737,0.323339,0.426594,0.324924,0.749933,0.166536,3.68735,0.316951,0,-0.573709,45.722,3.44775,110.562,-0.573709,-1.07471,3.9050206542015076,-5.050022006034851,1.10154,218.8000030517578,,,,,,,413.1,4.977108433,413.1,4.977108433,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Brett Baty","NYM",66,286,256,64,42,11,1,10,35,36,25,0,71,2,2,0,,3,1,0.249392,0.0876914,0.248122,0.353421,0.319458,0.417332,0.321027,0.736791,0.16794,4.13734,0.303719,0,-0.17058,35.6073,1.84923,108.8,-0.17058,0.364032,2.809296503663063,-1.5872030556201935,1.09822,292.9200134277344,,,,,,,317.9,4.816666666,317.9,4.816666666,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Dalton Rushing","LAD",45,179,155,36,21,7,0,8,23,26,18,0,50,5,1,0,,0,0,0.231436,0.102745,0.280268,0.366594,0.33012,0.434294,0.333385,0.764414,0.202858,3.14184,0.285176,0,-0.208632,24.0898,2.95266,114.473,-0.208632,-0.909968,2.8600306063890457,1.8053101301193237,1.08667,745.8300170898438,,,,,,,211.1,4.691111111,211.1,4.691111111,,,,,,,,,,,,,,,,,,,"Dalton Rushing","31382",687221
"Lars Nootbaar","STL",60,261,225,55,35,11,1,8,33,27,32,1,54,1,2,0,,2,1,0.243011,0.122449,0.205937,0.594595,0.33829,0.404301,0.325591,0.742591,0.16129,3.92152,0.283626,0,-0.554255,33.4497,2.65288,110.774,-0.554255,1.65321,2.7738980054855347,-0.9961680173873901,1.0697,745.989990234375,,,,,,,295.8,4.93,295.8,4.93,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Casey Schmitt","SFG",79,343,314,82,53,16,1,12,39,44,21,1,76,5,2,1,,4,1,0.261353,0.06124,0.220264,0.27803,0.316793,0.431333,0.32367,0.748126,0.16998,4.05726,0.307051,0,-0.190186,43.4677,2.95487,109.703,-0.190186,-0.505274,3.752704843878746,-4.746785938739777,1.06621,999,,,,,,,392.9,4.973417721,392.9,4.973417721,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Lawrence Butler","ATH",78,336,302,71,44,15,1,11,44,43,31,0,89,0,2,0,,10,3,0.234518,0.0933253,0.263553,0.354105,0.305962,0.4,0.307983,0.705962,0.165482,5.28506,0.292457,0,0.241764,38.2975,-1.38309,93.882,0.241764,2.84313,-2.1798113882541656,1.0351063013076782,1.06613,157.22000122070312,,,,,,,351.8,4.51025641,351.8,4.51025641,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Christian Yelich","MIL",94,408,357,91,62,14,2,13,57,55,46,4,103,3,2,0,,12,3,0.255972,0.112048,0.25363,0.441779,0.342824,0.414874,0.329003,0.757698,0.158902,5.51295,0.322946,0,0.627692,53.4781,5.28147,111.717,0.627692,0.00239818,6.292327582836151,-9.46673710597679,1.06464,127.22000122070312,,,,,,,488.2,5.193617021,488.2,5.193617021,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Oswald Peraza","LAA",80,348,316,72,49,12,1,10,38,34,24,0,89,6,2,1,,14,3,0.226597,0.0679472,0.255715,0.265714,0.290844,0.3636,0.288427,0.654444,0.137003,5.38954,0.280791,0,1.01224,34.1447,-6.95524,82.0523,1.01224,3.6362,-6.345757842063904,4.488056063652039,1.03551,999,,,,,,,329.9,4.12375,329.9,4.12375,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Colt Keith","DET",80,348,315,83,56,18,1,8,46,40,29,1,79,2,2,0,,2,1,0.264928,0.0835089,0.228083,0.366134,0.329372,0.409786,0.322614,0.739158,0.144858,3.58627,0.327833,0,-0.493463,43.7996,2.69969,106.53,-0.493463,-0.255512,2.1836678981781006,-4.124339163303375,1.02702,502.489990234375,,,,,,,376.9,4.71125,376.9,4.71125,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Luis Campusano","SDP",44,175,156,39,25,8,0,6,22,22,17,0,36,1,1,0,,0,0,0.252796,0.094524,0.206936,0.456779,0.327821,0.421397,0.327062,0.749218,0.168601,2.78521,0.292195,0,-0.212264,22.6681,1.99016,113.372,-0.212264,-1.3512,2.561220735311508,1.6204090118408203,1.02394,999,,,,,,,196,4.454545454,196,4.454545454,,,,,,,,,,,,,,,,,,,"Luis Campusano","22217",669134
"Tyler Stephenson","CIN",78,312,274,62,38,14,1,10,33,39,33,1,89,3,2,0,,0,1,0.225978,0.105521,0.284321,0.371134,0.313287,0.391236,0.309082,0.704523,0.165258,1.90284,0.291672,0,-0.723987,35.8985,-1.00755,92.4362,-0.723987,-1.28034,-3.5240729451179504,3.0499099493026733,1.01542,294.75,,,,,,,318.7,4.085897435,318.7,4.085897435,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Pedro Pagés","STL",63,247,227,50,34,9,1,6,22,26,14,1,65,2,2,2,,1,0,0.222054,0.0585134,0.262322,0.22306,0.274106,0.352395,0.273774,0.626501,0.130341,3.19404,0.27978,0,-0.0691195,21.3478,-7.89234,75.2771,-0.0691195,3.83089,-7.320320658385754,8.664225339889526,0.980439,748.2899780273438,,,,,,,191.1,3.033333333,191.1,3.033333333,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Davis Schneider","TOR",52,226,190,40,23,9,1,8,28,27,31,0,65,3,1,0,,3,1,0.211646,0.138926,0.289097,0.480552,0.329542,0.387409,0.318573,0.71695,0.175763,4.51082,0.275853,0,-0.138233,27.6615,1.01041,104.6,-0.138233,1.85735,1.0846920311450958,0.7295763492584229,0.980342,999,,,,,,,245.9,4.728846153,245.9,4.728846153,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Carson Williams","TBR",67,288,259,55,33,9,3,10,37,37,23,0,100,3,2,1,,8,4,0.213644,0.0814762,0.346194,0.235348,0.283662,0.385687,0.292017,0.669349,0.172043,6.50873,0.300097,0,-0.430277,29.1271,-4.92205,84.8215,-0.430277,2.12473,-5.585485726594925,5.14000391960144,0.969744,724.5499877929688,,,,,,,268.2,4.002985074,268.2,4.002985074,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Jose Altuve","HOU",74,320,287,75,50,15,0,10,42,33,28,2,58,3,2,0,,5,2,0.261064,0.0880669,0.180149,0.488857,0.33176,0.415389,0.324879,0.747149,0.154325,3.94431,0.295032,0,-0.475192,40.9061,3.07373,108.916,-0.475192,-3.98606,2.889522463083267,-4.531426429748535,0.960149,116.5199966430664,,,,,,,367.4,4.964864864,367.4,4.964864864,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"Eugenio Suárez","CIN",77,333,296,70,38,12,0,19,43,54,30,0,103,5,2,0,,1,0,0.237528,0.0892596,0.309326,0.288562,0.316697,0.477468,0.340771,0.794165,0.23994,2.99015,0.29095,0,-0.387541,46.8304,7.49188,114.144,-0.387541,-0.0606685,5.193656802177429,-6.928723804652691,0.956541,97.91999816894531,,,,,,,416.3,5.406493506,416.3,5.406493506,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Paul Goldschmidt","NYY",61,263,236,62,39,14,0,9,35,34,24,1,60,2,1,0,,2,0,0.264006,0.091,0.228518,0.398218,0.336121,0.445203,0.33749,0.781324,0.181198,3.58042,0.314963,0,-0.153073,36.3434,5.22492,118.157,-0.153073,0.0603788,5.482819750905037,-5.210454668849707,0.9558,748.3599853515625,,,,,,,318.2,5.216393442,318.2,5.216393442,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Tyler Soderstrom","ATH",100,431,388,95,54,22,2,17,49,63,37,2,97,4,3,0,,3,1,0.243997,0.0850941,0.225667,0.377077,0.314124,0.440978,0.325135,0.755102,0.196981,3.65336,0.281322,0,-0.535962,55.161,4.22777,105.698,-0.535962,-3.12157,2.3588215112686157,-7.919104337692261,0.94991,82.8499984741211,,,,,,,504.9,5.049,504.9,5.049,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Bryan Reynolds","PIT",105,452,397,100,66,20,3,12,51,53,46,2,109,6,3,0,,4,1,0.252015,0.102198,0.241097,0.423886,0.337158,0.40274,0.324092,0.739898,0.150725,4.27393,0.316779,0,-0.407028,57.4819,4.05202,105.715,-0.407028,-3.32099,2.6558867394924164,-8.520838499069214,0.940232,204.72000122070312,,,,,,,511.7,4.873333333,511.7,4.873333333,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"José Caballero","NYY",52,224,196,45,30,10,0,5,28,22,20,0,53,5,1,1,,22,6,0.227808,0.0908841,0.237442,0.382764,0.31457,0.356963,0.299597,0.671532,0.129154,6.49724,0.285715,0,1.49936,23.978,-2.44339,92.053,1.49936,0.181108,-0.5950920581817627,2.080027535557747,0.939796,200.02999877929688,,,,,,,232,4.461538461,232,4.461538461,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Jake Bauers","MIL",65,280,244,59,31,14,1,13,38,40,33,2,78,2,1,0,,9,2,0.240089,0.11925,0.277892,0.429122,0.335055,0.460478,0.341972,0.795533,0.220389,5.17574,0.296513,0,0.542597,39.7192,6.58403,120.602,0.542597,-2.98626,7.390050888061523,-7.556941270828247,0.938155,999,,,,,,,371.4,5.713846153,371.4,5.713846153,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Sean Murphy","ATL",44,176,154,33,19,7,0,7,19,21,17,0,49,4,1,0,,0,0,0.217236,0.095411,0.276595,0.344948,0.309363,0.40804,0.313615,0.717402,0.190804,1.20269,0.262925,0,-0.26098,20.8816,0.0799634,99.9503,-0.26098,1.90767,-0.2713580960407853,3.5758843421936035,0.937768,746.0599975585938,,,,,,,179.9,4.088636363,179.9,4.088636363,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Vinnie Pasquantino","KCR",104,447,399,99,59,20,1,18,46,65,41,2,69,4,4,0,,2,0,0.248039,0.0909054,0.153719,0.591372,0.320942,0.442521,0.328804,0.763463,0.194482,2.84804,0.255708,0,-0.349954,58.5613,5.71856,108.028,-0.349954,-1.77697,3.8816589415073395,-10.118021368980408,0.937679,77.0999984741211,,,,,,,527.1,5.06826923,527.1,5.06826923,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Colton Cowser","BAL",62,268,236,54,34,11,0,9,33,33,26,0,85,4,2,0,,6,2,0.228163,0.0983266,0.316002,0.311158,0.313935,0.388931,0.308928,0.702866,0.160768,4.72119,0.313203,0,0.105244,30.8065,-0.89917,98.797,0.105244,-0.219913,-0.27521706372499466,0.17051874101161957,0.93473,251.72000122070312,,,,,,,278.7,4.49516129,278.7,4.49516129,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Austin Martin","MIN",61,263,223,59,44,11,1,2,30,21,32,0,42,6,2,1,,11,4,0.262125,0.120014,0.1578,0.760546,0.365729,0.346651,0.323071,0.71238,0.0845265,4.75008,0.31135,0,-0.211654,33.2601,2.1416,106.337,-0.211654,0.229462,1.7554374039173126,-1.704951137304306,0.933099,748.5599975585938,,,,,,,287.5,4.713114754,287.5,4.713114754,,,,,,,,,,,,,,,,,,,"Austin Martin","27462",668885
"Jesús Sánchez","TOR",70,301,272,68,43,13,1,11,36,40,23,1,69,3,3,0,,5,1,0.248446,0.075911,0.23108,0.328506,0.309577,0.423148,0.316226,0.732725,0.174702,4.69688,0.291281,0,0.222336,36.3091,0.774253,102.984,0.222336,0.834951,1.279946893453598,-2.530480742454529,0.931681,617.4299926757812,,,,,,,340.3,4.861428571,340.3,4.861428571,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
