Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Will Brennan","SFG",9,40,37,10,7,2,0,1,4,4,2,0,5,0,0,0,,1,0,0.272566,0.0494922,0.128822,0.384191,0.312582,0.386599,0.304112,0.699182,0.114033,4.10213,0.300218,0,-0.108255,4.40849,-0.288642,96.3051,-0.108255,0.0533416,-0.28234365582466125,-0.37258434668183327,0.0684028,999,,,,,,,42.1,4.677777777,42.1,4.677777777,,,,,,,,,,,,,,,,,,,"Will Brennan","25660",686823
"Gio Urshela",,6,25,23,6,4,1,0,0,2,3,2,0,5,0,0,0,,0,0,0.262626,0.0674847,0.187117,0.360656,0.311728,0.377104,0.300992,0.688833,0.114478,2.54547,0.310638,0,-0.0552129,2.69237,-0.243342,91.474,-0.0552129,0.04375,-0.3055826462805271,0.1324845664203167,0.068376,999,,,,,,,19.5,3.25,19.5,3.25,,,,,,,,,,,,,,,,,,,"Gio Urshela","10681",570482
"Tyrone Taylor","NYM",28,120,111,25,15,6,1,3,13,14,5,0,27,2,1,1,,3,1,0.223684,0.0438698,0.220948,0.198552,0.272711,0.371152,0.279362,0.643863,0.147468,6.18613,0.268224,0,0.0593849,10.9232,-3.29075,80.2583,0.0593849,0.273767,-2.755304779857397,-0.5854921042919159,0.0679575,999,,,,,,,104.2,3.721428571,104.2,3.721428571,,,,,,,,,,,,,,,,,,,"Tyrone Taylor","13675",621438
"Will Wagner","SDP",3,15,13,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.250737,0.0966057,0.174935,0.552239,0.329843,0.362832,0.308278,0.692675,0.112094,3.27488,0.294776,0,-0.0347777,1.71842,-0.0583266,100.504,-0.0347777,0.0994286,-0.025797653011977673,0.15313227474689484,0.0642483,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Will Wagner","29634",695238
"Tyler Locklear","ARI",7,30,27,7,4,1,0,1,4,4,2,0,8,1,0,0,,1,0,0.251073,0.08,0.257143,0.311111,0.329524,0.407725,0.322936,0.737249,0.156652,5.40068,0.321875,0,0.00654214,3.82746,0.243344,105.822,0.00654214,0.00760976,0.21586595894768834,-0.60627910355106,0.0633797,999,,,,,,,35.4,5.057142857,35.4,5.057142857,,,,,,,,,,,,,,,,,,,"Tyler Locklear","31396",682988
"Carlos Santana","ARI",29,126,111,24,17,5,0,3,12,14,14,0,24,1,1,0,,1,0,0.219545,0.110772,0.189056,0.585921,0.309809,0.344043,0.291788,0.653852,0.124498,3.07631,0.252074,0,0.012573,12.7515,-2.18235,84.485,0.012573,0.977719,-2.3115222165361047,-1.2792254090309143,0.0631375,999,,,,,,,113,3.896551724,113,3.896551724,,,,,,,,,,,,,,,,,,,"Carlos Santana","2396",467793
"Michael Helman","TEX",5,20,18,4,2,1,0,1,3,2,1,0,5,0,0,0,,1,0,0.220963,0.0592784,0.234536,0.252747,0.277202,0.376771,0.284523,0.653973,0.155807,6.59172,0.262745,0,0.0454335,1.90454,-0.464453,81.9464,0.0454335,0.19952,-0.38118361681699753,0.3069274127483368,0.0630444,999,,,,,,,21.6,4.32,21.6,4.32,,,,,,,,,,,,,,,,,,,"Michael Helman","24605",680737
"Justyn-Henry Malloy","TBR",6,25,21,5,3,1,0,1,3,3,3,0,7,0,0,0,,0,0,0.245902,0.129225,0.262425,0.492424,0.351889,0.395785,0.331918,0.747673,0.149883,2.75844,0.319298,0,-0.0477348,3.37389,0.387128,112.308,-0.0477348,-0.0306,0.3189409524202347,-0.5903222449123859,0.0612977,999,,,,,,,28.3,4.716666666,28.3,4.716666666,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Otto Kemp","PHI",10,45,39,9,6,2,0,1,6,6,3,0,13,2,0,0,,1,0,0.233044,0.0707839,0.284299,0.248977,0.317863,0.394687,0.313463,0.71255,0.161643,5.51635,0.307063,0,-0.0903407,5.29909,0.0148171,98.707,-0.0903407,-0.430452,-0.15887613594532013,-0.767643541097641,0.0575419,999,,,,,,,43.5,4.35,43.5,4.35,,,,,,,,,,,,,,,,,,,"Otto Kemp","31792",805249
"Dom Keegan","TBR",4,14,12,3,2,1,0,0,1,2,1,0,4,0,0,0,,0,0,0.228571,0.0745501,0.282776,0.263636,0.293059,0.374286,0.291755,0.667345,0.145714,2.78806,0.297872,0,-0.020003,1.39865,-0.239801,84.6409,-0.020003,0.0821489,-0.2710238955914974,0.3529822826385498,0.057243,999,,,,,,,10.7,2.675,10.7,2.675,,,,,,,,,,,,,,,,,,,"Dom Keegan","sa3020194",681371
"Aidan Miller","PHI",5,20,18,4,3,1,0,0,2,2,2,0,5,0,0,0,,1,0,0.228814,0.100746,0.272388,0.369863,0.31903,0.358051,0.302459,0.677081,0.129237,6.12844,0.306962,0,0.022999,2.17758,-0.170991,91.1691,0.022999,-0.0268333,-0.1850375011563301,0.07964815199375153,0.0569224,999,,,,,,,15.2,3.04,15.2,3.04,,,,,,,,,,,,,,,,,,,"Aidan Miller","sa3022609",805795
"Michael Stefanic","ATH",2,10,9,2,2,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.283094,0.0970239,0.10769,0.900952,0.367387,0.363273,0.328239,0.73066,0.0801787,2.91805,0.312493,0,-0.0399302,1.30808,0.123587,107.836,-0.0399302,0.1222,0.05265725031495094,0.15800286829471588,0.056874,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Michael Stefanic","25353",683021
"Heston Kjerstad","BAL",10,45,40,10,6,2,0,1,5,6,3,0,12,1,0,0,,0,0,0.242424,0.0648379,0.261845,0.247619,0.306733,0.402204,0.308294,0.708937,0.15978,4.30659,0.305221,0,-0.0680615,5.11142,-0.17286,98.3607,-0.0680615,0,-0.15446990728378296,-0.8341049551963806,0.0564301,999,,,,,,,43.2,4.32,43.2,4.32,,,,,,,,,,,,,,,,,,,"Heston Kjerstad","31166",677008
"Jhostynxon Garcia","PIT",26,114,104,25,16,4,1,3,15,12,7,0,32,1,1,0,,1,0,0.235426,0.0655738,0.282787,0.231884,0.293635,0.390135,0.297973,0.683769,0.154709,5.70678,0.306397,0,-0.0746661,12.1047,-1.39951,87.8227,-0.0746661,-0.234752,-1.724175103008747,-1.5302767753601074,0.056333,999,,,,,,,107.4,4.13076923,107.4,4.13076923,,,,,,,,,,,,,,,,,,,"Jhostynxon Garcia","28142",691373
"John Rave","KCR",15,65,57,13,8,3,1,1,8,7,6,0,17,0,0,1,,2,1,0.235431,0.0924025,0.262834,0.351562,0.310417,0.384615,0.304962,0.695032,0.149184,6.66659,0.307167,0,0.0825781,7.20839,-0.424454,91.6042,0.0825781,-0.147857,-0.5566570609807968,-1.1239373683929443,0.0556606,999,,,,,,,58.6,3.906666666,58.6,3.906666666,,,,,,,,,,,,,,,,,,,"John Rave","26284",670231
"Alek Thomas","LAD",7,30,28,7,4,1,0,1,4,3,2,0,7,0,0,0,,1,0,0.237505,0.0522278,0.227444,0.22963,0.284183,0.381795,0.289556,0.665978,0.14429,5.94803,0.289331,0,0.00186116,2.95401,-0.568839,84.4494,0.00186116,0.132143,-0.5476449062116444,0.09664928168058395,0.0554151,746.030029296875,,,,,,,31.4,4.485714285,31.4,4.485714285,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Ryan Ward","LAD",5,20,18,4,2,1,0,1,3,3,2,0,5,0,0,0,,0,0,0.229467,0.0773174,0.256706,0.30119,0.291545,0.430439,0.309889,0.721984,0.200972,5.11089,0.268106,0,-0.0203977,2.29747,-0.0510985,98.3781,-0.0203977,0.18465,-0.058607300743460655,-0.0638069212436676,0.0551806,999,,,,,,,22.7,4.54,22.7,4.54,,,,,,,,,,,,,,,,,,,"Ryan Ward","27449",669899
"Isiah Kiner-Falefa","BOS",27,115,106,27,21,4,0,1,12,11,6,0,18,1,1,1,,4,1,0.25498,0.0513261,0.152435,0.336709,0.301722,0.325854,0.278767,0.627576,0.0708744,5.36844,0.297569,0,0.200474,10.4123,-3.20938,72.3796,0.200474,-0.365414,-3.5524588376283646,0.11791956424713135,0.0547935,746.1500244140625,,,,,,,92,3.407407407,92,3.407407407,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Kristian Campbell","BOS",6,25,22,5,4,1,0,0,3,3,2,0,6,1,0,0,,0,0,0.244399,0.0982143,0.258929,0.37931,0.335714,0.370672,0.315394,0.706386,0.126273,4.60803,0.324405,0,-0.0369394,3.00882,0.0475811,97.6105,-0.0369394,-0.168116,-0.10752127319574356,-0.22181964665651321,0.0546065,746.1400146484375,,,,,,,17.9,2.983333333,17.9,2.983333333,,,,,,,,,,,,,,,,,,,"Kristian Campbell","33644",692225
"Ben Malgeri","DET",6,25,22,5,3,1,0,1,3,3,2,0,7,0,0,0,,0,0,0.240437,0.0691358,0.283951,0.243478,0.306173,0.385246,0.301868,0.691419,0.144809,6.07027,0.322449,0,-0.0641339,2.71003,-0.225675,92.2384,-0.0641339,0.224524,-0.2914205640554428,-0.041679903864860535,0.0534606,999,,,,,,,24.3,4.05,24.3,4.05,,,,,,,,,,,,,,,,,,,"Ben Malgeri","sa3016975",701162
"MJ Melendez","NYM",31,135,123,27,15,6,1,5,16,17,11,0,41,1,1,0,,2,2,0.222493,0.0811893,0.304263,0.266839,0.289494,0.412082,0.303375,0.701576,0.189589,4.64096,0.286214,0,-0.401297,14.927,-1.06365,96.7077,-0.401297,-0.542563,-0.9293741881847382,-3.0666369795799255,0.0521413,999,,,,,,,132.5,4.274193548,132.5,4.274193548,,,,,,,,,,,,,,,,,,,"MJ Melendez","22197",669004
"Gabriel Rincones Jr.","PHI",7,30,26,6,3,1,0,1,4,4,3,0,8,0,0,0,,1,0,0.218605,0.102041,0.267347,0.381679,0.308163,0.376744,0.301189,0.684907,0.15814,5.13016,0.275261,0,0.000792612,3.23562,-0.28723,90.2991,0.000792612,0.1725,-0.34200618736213073,-0.14694444835186005,0.0515318,999,,,,,,,30.8,4.4,30.8,4.4,,,,,,,,,,,,,,,,,,,"Gabriel Rincones Jr.","sa3020758",687282
"Tyler Callihan","PIT",7,30,27,6,4,1,0,1,3,3,2,0,8,0,0,0,,1,0,0.231672,0.0738786,0.274406,0.269231,0.294906,0.357771,0.28778,0.652677,0.1261,6.04724,0.311688,0,0.0327969,2.91102,-0.611829,80.8402,0.0327969,0.113814,-0.6442478187382221,0.14930826425552368,0.0509191,999,,,,,,,26.8,3.828571428,26.8,3.828571428,,,,,,,,,,,,,,,,,,,"Tyler Callihan","27497",682997
"Walker Jenkins","MIN",5,20,18,4,3,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.24269,0.0953608,0.213918,0.445783,0.324742,0.383041,0.312257,0.707783,0.140351,5.70441,0.295276,0,0.0174485,2.33569,-0.0128722,98.8883,0.0174485,-0.253258,-0.008594295009970665,-0.18227078020572662,0.0505049,999,,,,,,,13.3,2.66,13.3,2.66,,,,,,,,,,,,,,,,,,,"Walker Jenkins","sa3022894",805805
"Brock Wilken","MIL",5,20,18,3,2,1,0,1,2,2,3,0,7,0,0,0,,0,0,0.192192,0.126615,0.356589,0.355072,0.302326,0.357357,0.294926,0.659683,0.165165,2.9233,0.278689,0,-0.020424,2.10964,-0.300195,88.3736,-0.020424,0.0355269,-0.301460936665535,0.10836638882756233,0.0497153,999,,,,,,,20.1,4.02,20.1,4.02,,,,,,,,,,,,,,,,,,,"Brock Wilken","sa3022499",694385
"Abimelec Ortiz","WSN",26,114,103,23,15,4,1,4,14,14,9,0,31,1,1,0,,1,1,0.227368,0.0779468,0.269962,0.288732,0.294677,0.395789,0.300151,0.690466,0.168421,3.93316,0.282132,0,-0.298662,12.3069,-1.19738,91.2185,-0.298662,0.308955,-1.4881813824176788,-1.8384213149547577,0.0489511,999,,,,,,,109.8,4.223076923,109.8,4.223076923,,,,,,,,,,,,,,,,,,,"Abimelec Ortiz","sa3016926",694673
"Javier Báez","DET",40,174,165,39,26,8,1,4,19,20,6,0,41,2,1,0,,3,1,0.235341,0.0344038,0.235505,0.146086,0.269148,0.365663,0.275553,0.634811,0.130321,5.19187,0.286415,0,0.0775815,15.2544,-5.29553,74.1112,0.0775815,-1.47713,-5.22923219949007,-0.2880833148956299,0.0482961,740.6500244140625,,,,,,,146.8,3.67,146.8,3.67,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Rafael Flores Jr.","PIT",6,23,21,5,4,1,0,1,2,2,2,0,7,0,0,0,,0,0,0.251894,0.0777202,0.290155,0.267857,0.314335,0.395833,0.311069,0.710168,0.143939,3.12003,0.340058,0,-0.0121677,2.69709,-0.0373177,96.7939,-0.0121677,-0.471181,-0.10010547935962677,-0.2049768567085266,0.0476143,999,,,,,,,25.3,4.216666666,25.3,4.216666666,,,,,,,,,,,,,,,,,,,"Rafael Flores Jr.","31991",804668
"Tim Tawa","ARI",20,86,77,17,11,3,0,2,9,9,7,0,22,1,1,0,,1,1,0.214432,0.085078,0.25064,0.339443,0.286369,0.348913,0.280918,0.635283,0.134481,3.97312,0.265528,0,-0.18221,7.91248,-2.24252,77.0385,-0.18221,0.429235,-2.521117463707924,0.1222909688949585,0.0473209,748.489990234375,,,,,,,68.8,3.44,68.8,3.44,,,,,,,,,,,,,,,,,,,"Tim Tawa","29571",694374
"Juan Brito","CLE",6,25,22,5,3,1,0,1,3,3,2,0,5,0,0,0,,0,0,0.222388,0.0988046,0.214786,0.460015,0.307891,0.359471,0.295659,0.667362,0.137083,3.89644,0.26838,0,-0.0750943,2.56231,-0.34787,89.3967,-0.0750943,-0.0952953,-0.38289589434862137,-0.007332302629947662,0.0468545,999,,,,,,,24.3,4.05,24.3,4.05,,,,,,,,,,,,,,,,,,,"Juan Brito","26693",682877
"Elias Díaz","KCR",9,36,33,8,5,2,0,1,3,4,2,0,8,0,0,0,,0,0,0.232552,0.0655773,0.23057,0.284414,0.286258,0.360412,0.283586,0.646669,0.12786,1.86551,0.28501,0,-0.0515471,3.4249,-0.869624,76.8786,-0.0515471,-0.486569,-1.0420148633420467,0.22330787777900696,0.0442959,999,,,,,,,33,3.666666666,33,3.666666666,,,,,,,,,,,,,,,,,,,"Elias Diaz","11680",553869
"Bryan Torres","STL",5,20,17,5,4,1,0,0,2,2,2,0,3,0,0,0,,1,0,0.278061,0.117137,0.164859,0.710526,0.365044,0.357143,0.324273,0.722187,0.0790817,4.53817,0.332278,0,-0.0174461,2.55159,0.182599,109.87,-0.0174461,-0.329162,0.2170968297868967,-0.47237226366996765,0.0421759,999,,,,,,,21.8,4.36,21.8,4.36,,,,,,,,,,,,,,,,,,,"Bryan Torres","sa885119",663494
"Mason McCoy","SDP",3,15,13,3,2,1,0,0,2,1,1,0,5,0,0,0,,0,0,0.206806,0.0796253,0.316159,0.251852,0.274882,0.319372,0.263269,0.594253,0.112565,6.01401,0.296296,0,0.0134165,1.16892,-0.607817,69.6717,0.0134165,0.26177,-0.5270939413458109,0.42288103699684143,0.0405581,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Mason McCoy","22232",669200
"Adael Amador","COL",9,40,35,9,6,1,0,1,4,4,4,0,7,0,0,0,,1,1,0.246014,0.0985916,0.167002,0.590361,0.327935,0.369021,0.310091,0.696956,0.123007,4.51156,0.280347,0,-0.0590331,4.60148,-0.0956569,84.3548,-0.0590331,-0.278319,-0.7961677089333534,-0.13634401559829712,0.0400025,999,,,,,,,38.8,4.311111111,38.8,4.311111111,,,,,,,,,,,,,,,,,,,"Adael Amador","27962",691182
"Rob Refsnyder","SEA",31,133,116,25,16,5,0,4,15,15,13,0,39,2,2,0,,1,0,0.215112,0.101464,0.29057,0.349189,0.305648,0.359725,0.293982,0.665373,0.144613,3.21405,0.280855,0,-0.118768,13.6554,-2.05959,93.5884,-0.118768,-0.168902,-1.1238318607211113,-3.07168011367321,0.039357,999,,,,,,,123,3.967741935,123,3.967741935,,,,,,,,,,,,,,,,,,,"Rob Refsnyder","13770",608701
"Jordan Beck","COL",60,258,236,57,36,13,2,7,28,28,20,0,72,1,2,0,,7,3,0.243474,0.0787337,0.279173,0.282025,0.303831,0.40579,0.308262,0.709622,0.162316,5.51393,0.317298,0,-0.0729802,29.5257,-1.00565,83.1013,-0.0729802,-0.207219,-5.248239293694496,-2.97573721408844,0.0387502,232.9199981689453,,,,,,,266,4.433333333,266,4.433333333,,,,,,,,,,,,,,,,,,,"Jordan Beck","31431",687597
"Cooper Ingle","CLE",2,9,8,2,1,1,0,0,1,1,1,0,2,0,0,0,,0,0,0.226829,0.124211,0.195789,0.634409,0.327004,0.356098,0.305874,0.683102,0.129268,1.99177,0.273312,0,-0.0265109,1.01178,-0.0525149,96.4337,-0.0265109,-0.0452069,-0.06437208503484726,0.13071902841329575,0.0385247,999,,,,,,,9.1,4.55,9.1,4.55,,,,,,,,,,,,,,,,,,,"Cooper Ingle","sa3023069",694876
"Justin Turner",,20,84,74,18,12,4,0,2,9,9,8,0,16,1,1,0,,0,0,0.245232,0.0930788,0.188544,0.493671,0.324582,0.370572,0.306614,0.695155,0.125341,2.40904,0.284211,0,-0.144333,9.53967,-0.441737,95.3363,-0.144333,-0.014,-0.6099641621112823,-1.8774259705096483,0.0382017,999,,,,,,,84.2,4.21,84.2,4.21,,,,,,,,,,,,,,,,,,,"Justin Turner","5235",457759
"Miles Mastrobuoni","SEA",2,10,9,2,2,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.240385,0.0994318,0.190341,0.522388,0.315186,0.333333,0.290107,0.64852,0.0929487,5.42443,0.292181,0,0.0161575,0.980516,-0.183556,90.9191,0.0161575,0.0881887,-0.0892854742705822,0.1233738623559475,0.0381995,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Miles Mastrobuoni","20017",670156
"Zack Short","DET",6,25,21,4,2,1,0,1,3,3,3,0,7,0,0,0,,0,0,0.189119,0.127338,0.287774,0.442494,0.301978,0.315686,0.281065,0.617664,0.126567,3.07255,0.252187,0,-0.0626614,2.29039,-0.645317,77.9081,-0.0626614,0.0245019,-0.7095894664525986,0.2197179514914751,0.0374209,999,,,,,,,22.7,3.783333333,22.7,3.783333333,,,,,,,,,,,,,,,,,,,"Zack Short","19562",670097
"Hayden Senger","NYM",12,46,41,8,6,1,0,1,4,4,3,0,14,1,0,1,,0,0,0.197871,0.0547465,0.30293,0.180723,0.259007,0.286711,0.245028,0.545718,0.08884,3.65423,0.277328,0,-0.0979821,2.88374,-2.53109,56.7385,-0.0979821,0.390672,-2.4477182775735855,1.2857332825660706,0.0372145,999,,,,,,,28.1,2.341666666,28.1,2.341666666,,,,,,,,,,,,,,,,,,,"Hayden Senger","21489",663584
"Nelson Velázquez","STL",10,45,41,9,5,2,0,2,5,6,4,0,12,0,0,0,,1,0,0.218837,0.0895522,0.261194,0.342857,0.293532,0.387812,0.297454,0.681344,0.168975,4.21262,0.263374,0,-0.0676553,4.75884,-0.571389,91.499,-0.0676553,0,-0.5221712291240692,-0.6265432238578796,0.0361332,748.5599975585938,,,,,,,47.9,4.79,47.9,4.79,,,,,,,,,,,,,,,,,,,"Nelson Velazquez","23359",676369
"Gage Workman","DET",7,30,27,6,3,1,0,1,4,4,2,0,11,0,0,0,,1,0,0.217664,0.0837449,0.366213,0.228678,0.286958,0.397754,0.297497,0.684712,0.180091,7.07766,0.320496,0,-0.0170517,3.14623,-0.376615,89.2275,-0.0170517,-0.420691,-0.39560072869062424,-0.2787158489227295,0.0360581,999,,,,,,,26.8,3.828571428,26.8,3.828571428,,,,,,,,,,,,,,,,,,,"Gage Workman","27573",669398
"Anthony Santander","TOR",3,15,13,3,2,1,0,1,2,2,1,0,3,0,0,0,,0,0,0.228381,0.0944882,0.228346,0.413793,0.309055,0.443459,0.324178,0.752514,0.215078,1.86785,0.249201,0,-0.0151845,1.91254,0.135797,108.462,-0.0151845,0,0.13478078786283731,-0.3043209910392761,0.0356352,748.4199829101562,,,,,,,19.1,6.366666666,19.1,6.366666666,,,,,,,,,,,,,,,,,,,"Anthony Santander","14551",623993
"Austin Slater","NYM",6,25,22,5,4,1,0,0,3,2,3,0,8,0,0,0,,0,0,0.225624,0.105157,0.309084,0.340223,0.314251,0.336633,0.292004,0.650883,0.111009,4.93506,0.322758,0,-0.01127,2.5329,-0.428336,88.9185,-0.01127,0.120832,-0.3404267244040966,-0.14768655598163605,0.0354272,999,,,,,,,17.9,2.983333333,17.9,2.983333333,,,,,,,,,,,,,,,,,,,"Austin Slater","16153",596103
"Nelson Rada","LAA",7,30,26,6,5,1,0,0,3,3,3,0,7,1,0,1,,2,1,0.244701,0.0916667,0.238333,0.384615,0.329372,0.300578,0.287855,0.62995,0.0558767,5.69297,0.329787,0,0.017079,2.91283,-0.610021,81.658,0.017079,0.118966,-0.6274638511240482,-0.05850362032651901,0.034866,999,,,,,,,23.5,3.357142857,23.5,3.357142857,,,,,,,,,,,,,,,,,,,"Nelson Rada","sa3018421",703185
"Cooper Pratt","MIL",4,15,13,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.217672,0.0891841,0.220114,0.405172,0.295802,0.3125,0.272462,0.608302,0.0948276,5.98119,0.270893,0,0.0388833,1.30324,-0.504136,72.9847,0.0388833,0.118,-0.45088446885347366,0.2818888947367668,0.0348131,999,,,,,,,9.7,2.425,9.7,2.425,,,,,,,,,,,,,,,,,,,"Cooper Pratt","sa3022867",806198
"Maverick Handley","BAL",3,14,12,2,2,0,0,0,1,1,1,0,4,0,0,0,,0,0,0.205255,0.0944376,0.260529,0.362484,0.297451,0.289033,0.268231,0.586484,0.0837776,4.05049,0.2778,0,-0.0330673,1.11442,-0.496021,70.7625,-0.0330673,0.0899289,-0.5027410611510277,0.3561326190829277,0.0330226,999,,,,,,,2.2,0.733333333,2.2,0.733333333,,,,,,,,,,,,,,,,,,,"Maverick Handley","26106",668974
"Yohel Pozo","STL",17,73,70,18,13,4,0,2,7,10,2,0,8,0,0,0,,0,0,0.261891,0.0279877,0.110255,0.253846,0.28327,0.396653,0.293221,0.679923,0.134762,2.02271,0.27261,0,-0.144738,7.4099,-1.16922,88.599,-0.144738,-0.488262,-1.1258483231067657,-0.9715954661369324,0.0327264,999,,,,,,,67.2,3.952941176,67.2,3.952941176,,,,,,,,,,,,,,,,,,,"Yohel Pozo","18848",650968
"Chas McCormick","CHC",3,15,13,3,2,0,0,0,2,2,1,0,4,0,0,0,,0,0,0.225694,0.0823171,0.277439,0.296703,0.301538,0.361111,0.291546,0.66265,0.135417,5.06325,0.291667,0,-0.0157436,1.50109,-0.26033,87.096,-0.0157436,0.0839189,-0.2437368594110012,0.06617200747132301,0.0326117,999,,,,,,,6.8,2.266666666,6.8,2.266666666,,,,,,,,,,,,,,,,,,,"Chas McCormick","19599",676801
"Rhylan Thomas","HOU",3,15,13,4,3,1,0,0,2,1,1,0,1,0,0,0,,0,0,0.270217,0.0609319,0.0770609,0.790698,0.317518,0.341223,0.291274,0.658741,0.0710059,4.83807,0.286638,0,-0.000554801,1.48478,-0.261333,85.7669,-0.000554801,0.21375,-0.24845738825388253,0.05541667342185974,0.0323173,999,,,,,,,15.3,5.1,15.3,5.1,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"George Lombard Jr.","NYY",5,20,17,4,2,1,0,0,2,2,2,0,6,0,0,0,,1,0,0.20428,0.0989761,0.293515,0.337209,0.296928,0.328794,0.281006,0.625722,0.124514,6.46931,0.283582,0,0.00843752,1.83137,-0.517198,79.2468,0.00843752,0,-0.4777437439188361,0.10648148506879807,0.032048,999,,,,,,,16.2,3.24,16.2,3.24,,,,,,,,,,,,,,,,,,,"George Lombard Jr.","sa3023233",806146
"Esmerlyn Valdez","PIT",5,20,18,4,3,1,0,1,2,3,2,0,6,0,0,0,,0,0,0.239583,0.0783582,0.298507,0.2625,0.313433,0.410417,0.316281,0.72385,0.170833,3.17265,0.318033,0,-0.0458956,2.40063,0.0520606,100.364,-0.0458956,-0.101832,-0.0373124061152339,-0.31479503214359283,0.0316801,999,,,,,,,22.7,4.54,22.7,4.54,,,,,,,,,,,,,,,,,,,"Esmerlyn Valdez","sa3015768",699013
"Garrett Stubbs","PHI",3,14,12,3,2,0,0,0,2,1,1,0,3,0,0,0,,0,0,0.226937,0.0779222,0.239961,0.324728,0.301237,0.336531,0.282871,0.637768,0.109594,5.22924,0.288042,0,-0.0323566,1.27643,-0.334018,77.7503,-0.0323566,-0.0218448,-0.39177727326750755,0.24435891024768353,0.0313436,999,,,,,,,7.8,2.6,7.8,2.6,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
"P.J. Higgins","CIN",8,32,29,7,5,1,0,0,3,3,2,0,8,0,0,0,,0,0,0.233665,0.067764,0.249061,0.272078,0.289538,0.335196,0.276337,0.624733,0.10153,1.85391,0.302201,0,-0.0796413,2.80963,-0.94808,70.0048,-0.0796413,-0.16412,-1.2102340012788773,0.4570217877626419,0.0312651,999,,,,,,,19.1,2.3875,19.1,2.3875,,,,,,,,,,,,,,,,,,,"P.J. Higgins","18433",664731
"Robert Hassell III","WSN",30,129,119,29,22,5,0,2,14,12,9,0,32,1,0,0,,3,1,0.243187,0.0711538,0.244231,0.291339,0.301158,0.337526,0.283138,0.638685,0.0943396,4.68565,0.314869,0,0.0306888,12.1275,-3.13819,79.5638,0.0306888,-0.226515,-3.0986153930425644,-0.9008978307247162,0.0308827,999,,,,,,,109.6,3.653333333,109.6,3.653333333,,,,,,,,,,,,,,,,,,,"Robert Hassell III","27482",690987
"Cole Carrigg","COL",5,20,18,4,3,1,0,0,3,2,1,0,5,0,0,0,,1,0,0.242038,0.0617761,0.266409,0.231884,0.298246,0.390658,0.299246,0.688904,0.14862,8.19703,0.314815,0,0.0529832,2.12572,-0.222848,76.9254,0.0529832,0.022623,-0.4906034506857395,0.12910443730652332,0.0307192,999,,,,,,,12.2,2.44,12.2,2.44,,,,,,,,,,,,,,,,,,,"Cole Carrigg","sa3022596",694249
"Cameron Cauley","TEX",7,30,28,6,4,1,0,1,4,3,2,0,10,0,0,0,,1,0,0.219239,0.0659794,0.317526,0.207792,0.272727,0.373602,0.28082,0.646329,0.154362,7.4066,0.302817,0,0.0461999,2.76639,-0.787092,79.3957,0.0461999,-0.31261,-0.6841377951204777,-0.061992913484573364,0.0296241,999,,,,,,,25.8,3.685714285,25.8,3.685714285,,,,,,,,,,,,,,,,,,,"Cameron Cauley","sa3017167",695508
"Oswaldo Cabrera","NYY",3,15,13,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.233577,0.0819672,0.209836,0.390625,0.30033,0.357664,0.290619,0.657994,0.124088,4.70717,0.278049,0,-0.0143871,1.48987,-0.271557,85.8684,-0.0143871,0.05625,-0.262681694701314,0.03850308805704117,0.0295883,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Oswaldo Cabrera","21707",665828
