"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","Score","%D","ADP","Ros","+/-","H/AB","R","HR","RBI","SB","AVG","OBP","SLG","GP"
"*04efb*","Blake Hunt","SD","C","398","FA","27","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*0647k*","Cade Hunter","CIN","C","399","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*072fw*","Henry Hunter","CIN","C","400","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0669r*","Jerry Huntzinger","TOR","C","401","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rkl*","Ricardo Hurtado","DET","C","402","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hng*","Ryan Ignoffo","MIA","C","403","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06c10*","Ike Irish","BAL","C,1B","404","FA","22","100,000","A","0","0","-","47%","+2%","0","0","0","0","0","0","0","0","0"
"*06c3e*","David Isea","(N/A)","C","405","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05yic*","Victor Izturis","CLE","C","406","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06mhz*","Daniel Jackson","(N/A)","C","407","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rif*","Brandon Jaime","CIN","C","408","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06y9q*","Brayden Jaksa","(N/A)","C","409","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06kkk*","Walker Janek","HOU","C","410","FA","23","100,000","A","0","0","-","17%","0%","0","0","0","0","0","0","0","0","0"
"*06c5h*","Grant Jay","SEA","C","411","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066mg*","Enrique Jimenez","MIN","C,1B","412","FA","20","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0"
"*04aui*","Cooper Johnson","TEX","C,DH","413","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qrh*","Sir Jamison Jones","WSH","C","414","FA","19","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*0513a*","Nick Kahle","MIL","C","415","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05m6j*","Baek-ho Kang","(N/A)","C","416","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05tde*","Dominic Keegan","TB","C","417","FA","25","100,000","A","0","2","463.7","11%","+1%","0","0","0","0","0","0","0","0","0"
"*06za7*","Dylan King","CIN","C","418","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0647r*","Lamar King","SD","C,1B","419","FA","22","100,000","A","0","0","-","2%","-1%","0","0","0","0","0","0","0","0","0"
"*06hno*","Will King","ATL","C","420","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06za8*","Matt Klein","COL","C","421","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06pvz*","Caleb Knight","(N/A)","C","422","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06kyo*","Grant Knipp","SEA","C","423","FA","24","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*04pqw*","Grant Koch","(N/A)","C","424","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04eid*","Mark Kolozsvary","PHI","C","425","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06pgn*","Josh Kross","STL","C,1B","426","FA","23","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*072ib*","Vahn Lackey","(N/A)","C","427","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06zet*","Steven Lancia","CHW","C","429","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06avz*","Ramon Landaeta","ATH","C","430","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r4m*","Jorvorskie Lane Jr.","(N/A)","C","431","FA","17","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066f8*","Carmine Lane","(N/A)","C","432","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ri0*","Andriel Lantigua","(N/A)","C","433","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rje*","Robert Lantigua","ARI","C","434","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04pyv*","Bryan Lavastida","ATH","C","435","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066n9*","Dario Laverde","LAA","C","436","FA","20","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06uy1*","Dylan Leach","TOR","C","437","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06lwe*","Victor Leal","MIN","C","438","FA","19","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05yd5*","Darren Ledford","(N/A)","C","439","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06icu*","Bennett Lee","DET","C","440","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06suk*","Klendy Leen","TEX","C,P","441","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ri7*","Qyshawn Legito","CIN","C","442","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066aj*","Ryan Leitch","(N/A)","C","443","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ri6*","David Leon","CLE","C","446","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06uxj*","Dayne Leonard","CIN","C","444","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066cj*","Tatem Levins","TB","C","445","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*041zx*","Lyle Lin","(N/A)","C","447","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066rz*","Jonathan Linares","LAA","C","448","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05j90*","Oswaldo Linares","SD","C","449","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rhl*","Carlos Linarez","STL","C","451","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05mrg*","Brady Lindsly","WSH","C","450","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05rdn*","Enderso Lira","BOS","C","452","FA","22","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05r64*","Thayron Liranzo","DET","C","453","FA","22","100,000","A","0","0","-","34%","+1%","0","0","0","0","0","0","0","0","0"
"*06rlq*","Jesus Lizardo","PIT","C","454","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06opa*","Griffin Lockwood-Powell","LAD","C","455","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066co*","Gavin Logan","ARI","C","456","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ibi*","Caleb Lomavita","WSH","C","457","FA","23","100,000","A","0","0","-","9%","+1%","0","0","0","0","0","0","0","0","0"
"*06r4j*","Anthony Longo","KC","C","458","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rp8*","Chris Lopez","STL","C","459","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rhy*","Gabriel Lopez","COL","C","460","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rh0*","Hiverson Lopez","CLE","C","467","FA","18","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066op*","Jesus Lopez","TEX","C","461","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06hwj*","John Lopez","KC","C,2B","462","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05rdq*","Robert Lopez","(N/A)","C","463","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06nuc*","Ivan Luciano","ARI","C","464","FA","19","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06rhs*","Yoneiker Lugo","MIL","C","465","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072p4*","Adrian Lunar","(N/A)","C","466","FA","17","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rfs*","Burke-Lee Mabeus","(N/A)","C","468","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qk1*","Austin Machado","ATL","C","469","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070by*","Truitt Madonna","SD","C","470","FA","18","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06qke*","Grant Magill","CHW","C","471","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*021t6*","Martin Maldonado","SD","C","472","FA","39","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06suq*","Agustin Marcano","WSH","C","473","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06jgy*","Jose Marcano","TEX","C","474","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rhv*","Moises Marchan","KC","C","475","FA","18","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06mi6*","Jahir Marin","(N/A)","C","476","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rkd*","Nelson Marin","DET","C,1B","477","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06zf3*","Bennett Markinson","PHI","C","478","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070kr*","Victor Marquez","PIT","C","479","FA","17","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04psx*","Elih Marrero","KC","C","480","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rk5*","Angel Marte","(N/A)","C","481","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03mwz*","Hamlet Marte","(N/A)","C","482","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066jo*","David Martin","ARI","C","483","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0689m*","Alexander Martinez","(N/A)","C","484","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06z5x*","Carlos Martinez","MIA","C","485","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rho*","Eric Martinez","MIL","C","486","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06aw4*","Omar Martinez","LAA","C","487","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*051c0*","Brandon Martorano","(N/A)","C","488","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qii*","Jack Mathey","SD","C","489","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qs2*","Shion Matsuo","(N/A)","C","490","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06alp*","Ben McCabe","COL","C","491","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070dc*","David McCann","NYY","C","492","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0513b*","Kyle McCann","(N/A)","C","493","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06qu4*","Ryan McCrystal","CIN","C,1B","494","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03qrb*","Max McDowell","(N/A)","C","495","FA","32","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xyv*","Daniel McElveny","(N/A)","C","496","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ynw*","Shane McGuire","ATH","C,1B","497","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05yi0*","Paul McIntosh","PHI","C","498","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06lex*","Aaron McKeithan","SEA","C","499","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06zf1*","Chase Meggers","NYM","C","500","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06kul*","Adriander Mejia","BAL","C","501","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03a95*","Francisco Mejia","(N/A)","C","502","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05tcf*","Manuel Mejias","(N/A)","C","503","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06sbw*","Jeshua Mendez","ARI","C","504","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ri1*","Jorge Mendez","(N/A)","C","505","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04emr*","Jan Mercado","(N/A)","C","506","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05gsh*","Victor Mesia","(N/A)","C","507","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06k7q*","Cole Messina","COL","C","508","FA","22","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0"
"*0665p*","Jake Meyer","(N/A)","C","509","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04prk*","Nick Meyer","(N/A)","C","510","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ygs*","Luis Meza","TOR","C","511","FA","21","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06hse*","Justin Miknis","(N/A)","C","512","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r00*","Andrew Miller","(N/A)","C","513","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05175*","Darrien Miller","MIL","C","514","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xu3*","Jacob Miller","(N/A)","C","515","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072cn*","Rylan Mills","MIL","C","516","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06sus*","Maykel Minoso","TOR","C","517","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05y3q*","Blake Mitchell","KC","C","518","Brenden","21","500,000","A","0","0","-","42%","+1%","0","0","0","0","0","0","0","0","0"
"*06zlj*","Jase Mitchell","HOU","C","519","FA","19","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*05yag*","Tucker Mitchell","TEX","C","520","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rjb*","Carlos Molina","(N/A)","C","521","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05u9s*","Ian Moller","TEX","C","522","FA","23","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*05r5m*","Juan Montero","BOS","C","523","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06sul*","Neurelin Montero","TEX","C","524","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06onq*","Nick Montgomery","ATL","C","525","FA","20","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06z63*","Jose Montilla","KC","C","526","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05y7u*","Malcolm Moore","TEX","C","527","FA","22","100,000","A","0","0","-","10%","0%","0","0","0","0","0","0","0","0","0"
"*06ri9*","Angelo Mora","(N/A)","C","528","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rk1*","Jesus Morales","KC","C","529","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03r05*","Jonathan Morales","(N/A)","C","530","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03dao*","Josh Morgan","(N/A)","C,SS","531","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0657p*","Zach Morgan","SF","C","532","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mmt*","Jirvin Morillo","CIN","C","533","FA","19","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*067xs*","Omar Moya","(N/A)","C","534","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06k7v*","Cesar Mujica","PHI","C","535","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rlb*","Jose Mujica","(N/A)","C","536","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05rcc*","Anthony Mulrine","(N/A)","C","537","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04zxi*","Ivan Murzi","(N/A)","C","538","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06cq3*","Andruw Musett","BOS","C","539","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06uml*","Luke Napleton","(N/A)","C","540","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xo1*","Efrenyer Narvaez","(N/A)","C","541","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*043f8*","Omar Narvaez","TEX","C","542","FA","33","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*051wm*","Andrick Nava","MIL","C","543","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06jfa*","Anderson Navas","PHI","C,1B","544","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05u37*","Brady Neal","(N/A)","C","545","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05tq0*","Mat Nelson","CIN","C","546","FA","27","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*05rit*","Frank Nigro","(N/A)","C","547","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*02mzc*","Austin Nola","ATL","C","548","FA","36","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rj5*","Andres Nolaya","BAL","C","549","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066jr*","Satchell Norman","(N/A)","C,1B","550","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*031bm*","Jacob Nottingham","SEA","C","551","FA","30","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06rgj*","Irvin Nunez","MIN","C","552","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rin*","Vicent Nunez","(N/A)","C","553","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*067yo*","Austin Nye","(N/A)","C","554","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ekg*","Yoiber Ocopio","SD","C","558","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03dg6*","Brian OKeefe","SEA","C","555","FA","32","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03ywx*","Chris Okey","(N/A)","C","559","FA","31","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06437*","Ricardo Olivar","MIN","C,LF,OF","560","FA","24","100,000","A","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*06xwb*","Michael Oliveto","DET","C","561","FA","18","100,000","A","0","0","-","10%","0%","0","0","0","0","0","0","0","0","0"
"*05yl2*","Diego Omana","CIN","C","562","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06yy6*","Conner ONeal","LAD","C","556","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*051ff*","Matt ONeill","ARI","C","557","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05jpj*","Casey Opitz","CHC","C","563","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06rhn*","Edgardo Ordonez","MIL","C","564","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ri3*","Jesus Ordonez","(N/A)","C","565","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rja*","Josnaider Orellana","ATL","C","566","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rj4*","Juan Ortega","BAL","C","567","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066pr*","Victor Ortega","MIA","C","568","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mdl*","Nicolas Ortiz","(N/A)","C","569","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04emh*","Erik Ostberg","TB","C,1B,DH","570","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066ru*","Juan Oviedo","(N/A)","C","571","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0664e*","Harry Owen","(N/A)","C","572","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rp6*","Juan Pablo Cabrera","STL","C","573","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rit*","Miguel Pabon","CHC","C","574","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r34*","Azaeel Pacheco","ATH","C","575","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r26*","Orlando Pacheco","(N/A)","C","576","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06sap*","Brainerh Palacios","TB","C","577","FA","17","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rjq*","Manuel Palencia","NYY","C","578","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05y3s*","Miguel Palma","NYY","C","579","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*04ug2*","Ronaiker Palma","COL","C","580","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03dpc*","Michael Papierski","(N/A)","C","581","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06l55*","Luis Parababire","ATL","C","582","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05jrc*","Kevin Parada","NYM","C","583","Brian","24","500,000","A","0","0","-","15%","+1%","0","0","0","0","0","0","0","0","0"
"*06rl9*","Javier Pariguan","(N/A)","C","584","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06pg2*","Aaron Parker","TOR","C","585","FA","23","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*0426f*","Jeffry Parra","(N/A)","C","586","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xlb*","Tyler Payne","(N/A)","C","587","FA","33","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06af5*","Jack Payton","SF","C","588","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*0637y*","Richard Paz","(N/A)","C","589","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06c5j*","Cannon Peebles","CLE","C","590","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05rjm*","Jonathan Peguero","TOR","C","591","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066ry*","Daniel Pena","MIN","C","592","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066oo*","Ricardo Pena","MIN","C","593","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r7w*","Yahir Pena","BOS","C","594","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070de*","Blake Penso","COL","C","595","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072qy*","Jose Perdomo","ATH","C","596","FA","16","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rl7*","Alejandro Pereira","ATH","C","597","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*01suw*","Carlos Perez","HOU","C","598","FA","35","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03mkv*","Carlos Perez","(N/A)","C,1B","599","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05jq5*","Carlos Perez","(N/A)","C","600","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06iej*","Edgleen Perez","PIT","C","601","FA","19","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*0723a*","Francisco Perez","TEX","C","602","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ygk*","Juan Perez","SF","C","603","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*02btc*","Michael Perez","(N/A)","C","604","FA","33","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*063dr*","Onil Perez","SF","C","605","FA","23","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*021wh*","Roberto Perez","(N/A)","C","606","FA","37","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
