Rank,Name,Value,Age,Positions,Team,Level
900,"Maddux Bruns",10,24.1,"SP","LAD","AA"
901,"Wenceel Perez",10,26.7,"OF","DET","MLB"
902,"Fernando Cruz",10,19.7,"SS","CHC","ROK"
903,"Anthony Gutierrez",10,21.6,"OF","TEX","A+"
904,"Dylan Moore",10,33.9,"1B, 2B, 3B, OF","PHI","MLB"
905,"Blake Wolters",10,21.7,"SP","KC","A+"
906,"Nick Yorke",10,24.3,"2B, 3B","PIT","MLB"
907,"Brock Porter",10,23.1,"RP","TEX","A+"
908,"Joey Bart",10,29.6,"C","ATL","MLB"
909,"Gavin Cross",10,25.4,"OF","KC","AAA"
910,"Jonathan Cannon",10,26,"SP","CWS","MLB"
911,"Chayce McDermott",10,27.9,"RP","LAD","MLB"
912,"Woo Suk Go",10,27.9,"RP","MIN","MLB"
913,"Dustin Harris",10,27,"OF","SD","MLB"
914,"Cristhian Vaquero",10,21.8,"OF","WSH","A+"
915,"Hayden Wesneski",10,28.6,"SP","HOU","AAA"
916,"Michael Massey",10,28.3,"2B, OF","KC","MLB"
917,"Bryan Ramos",10,24.4,"3B","BAL","AAA"
918,"Brennen Davis",10,26.7,"OF","SEA","AAA"
919,"Jonny Deluca",10,28,"OF","TB","MLB"
920,"Jose Perdomo",10,19.8,"SS","ATL","A"
921,"Elijah Green",10,22.6,"OF","WSH","A+"
922,"Lance McCullers Jr.",10,32.8,"SP","MIL","MLB"
923,"Brusdar Graterol",10,27.9,"RP","LAD","AAA"
924,"Joey Loperfido",10,27.2,"OF","HOU","MLB"
925,"Miguel Bleis",10,22.4,"OF","BOS","AA"
926,"Diego Cartaya",10,24.9,"C","SF","A+"
927,"Liover Peguero",10,25.5,"SS","PHI","AAA"
928,"Danny Jansen",10,31.3,"C","TEX","MLB"
929,"Tyrone Taylor",10,32.5,"OF","NYM","MLB"
930,"Bryan Hudson",10,29.2,"SP, RP","CWS","MLB"
931,"Reed Garrett",10,33.5,"RP","NYM","AA"
932,"Mike Tauchman",10,35.6,"OF","NYM","A"
933,"Mitchell Parker",10,26.8,"SP, RP","WSH","MLB"
934,"Jose Urquidy",10,31.2,"RP","PIT","MLB"
935,"Abraham Toro",10,29.6,"1B, 3B","KC","AAA"
936,"Cole Sands",10,29,"SP, RP","MIN","MLB"
937,"Robert Hassell",10,24.9,"OF","PIT","AAA"
938,"Blake Perkins",10,29.9,"OF","MIL","MLB"
939,"Erik Swanson",10,32.9,"RP","TOR","ROK"
940,"Phil Maton",10,33.3,"RP","CHC","MLB"
941,"Jairo Iriarte",10,24.6,"SP, RP","CWS","AAA"
942,"Samuel Zavala",10,22,"OF","CWS","AA"
943,"Mike Vasil",10,26.3,"SP, RP","CWS","MLB"
944,"Mason Black",10,26.6,"RP","KC","MLB"
945,"Cooper Hjerpe",10,25.3,"SP","STL","AA"
946,"Tobias Myers",10,27.9,"SP, RP","NYM","MLB"
947,"Tony Gonsolin",10,32.2,"SP","FA","AAA"
948,"George Valera",10,25.7,"OF","CLE","MLB"
949,"Wander Franco",10,25.4,"SS","TB",""
950,"Drew Waters",10,27.6,"OF","KC","AAA"
951,"Jacob Berry",10,25.2,"2B, 3B, OF","MIA","AAA"
952,"Kristian Robinson",10,25.6,"OF","AZ","AAA"
953,"Logan Evans",10,25.1,"SP","SEA","AAA"
954,"Yophery Rodriguez",10,20.6,"OF","BOS","A+"
955,"Liam Hendriks",10,37.4,"RP","CHC","AAA"
956,"Joey Wiemer",10,27.4,"OF","WSH","MLB"
957,"Jhony Brito",10,28.4,"RP","SD","MLB"
958,"Forrest Whitley",10,28.8,"RP","TB","AAA"
959,"Brandon Williamson",10,28.3,"SP","CIN","MLB"
960,"Rayner Arias",10,20.2,"OF","SF","ROK"
961,"Ben Lively",10,34.4,"SP","CLE","AAA"
962,"Cade Povich",10,26.3,"SP","BAL","MLB"
963,"Mason Montgomery",10,26.1,"SP, RP","PIT","MLB"
964,"Dylan Carlson",10,27.7,"OF","PHI","MLB"
965,"Albert Suarez",10,36.8,"RP","BAL","MLB"
966,"Tyler Alexander",10,32,"SP, RP","TEX","MLB"
967,"Kevin Parada",10,24.9,"C","NYM","AAA"
968,"Brandon Barriera",10,22.4,"SP","TOR","A"
969,"Austin Gomber",10,32.7,"SP","ATL","AAA"
970,"Landon Knack",10,29,"SP","LAD","MLB"
971,"Paulino Santana",10,19.7,"OF","TEX","A"
972,"Kyle Wright",10,30.8,"SP","CHC","AA"
973,"Gabe Speier",10,31.3,"RP","SEA","MLB"
974,"Justin Lawrence",10,31.6,"RP","WSH","MLB"
975,"Benny Montgomery",10,23.9,"OF","COL","AA"
976,"Wilmer Flores",10,25.4,"RP","DET","A"
977,"Romy Gonzalez",10,29.9,"1B, 2B","BOS","MLB"
978,"Christian Vazquez",10,35.9,"C","HOU","MLB"
979,"Pedro Pages",10,27.8,"C","STL","MLB"
980,"Leo Jimenez",10,25.2,"2B, 3B","MIA","MLB"
981,"Dane Myers",10,30.4,"OF","CIN","MLB"
982,"Nathan Lukes",10,32,"OF","TOR","MLB"
983,"Brett Wichrowski",10,23.9,"SP","MIL","AAA"
984,"Aaron Schunk",10,28.9,"SS","ATL","AAA"
985,"Rafael Marchan",10,27.4,"C","PHI","MLB"
986,"Seth Halvorsen",10,26.4,"RP","COL","MLB"
987,"Ben Casparius",10,27.4,"SP, RP","LAD","MLB"
988,"Andrew Walters",10,25.6,"RP","CLE","AAA"
989,"Kyren Paris",10,24.7,"2B, OF","LAA","AAA"
990,"Johnathan Rodriguez",10,26.7,"OF","BAL","MLB"
991,"Troy Taylor",10,24.9,"RP","SEA","AAA"
992,"Richard Fitts",10,26.6,"SP","STL","AAA"
993,"Sam Aldegheri",10,24.8,"SP","LAA","MLB"
994,"Yoniel Curet",10,23.7,"SP","DET","AAA"
995,"Gary Gill Hill",10,21.8,"SP","TB","AA"
996,"Yordanny Monegro",10,23.8,"SP","BOS","AA"
997,"Charles McAdoo",10,24.4,"3B","TOR","MLB"
998,"Seth Johnson",10,27.8,"RP","PHI","MLB"
999,"PJ Morlando",10,21.2,"OF","MIA","A"
1000,"Pavin Smith",10,30.4,"1B","AZ","MLB"
1001,"Malcolm Moore",10,22.9,"C","TEX","AA"
1002,"Rob Refsnyder",10,35.3,"OF, UT","SEA","MLB"
1003,"Keegan Akin",10,31.3,"SP, RP","BAL","MLB"
1004,"Jacob Stallings",10,36.6,"C","FA","AAA"
1005,"Nick Fortes",10,29.7,"C","TB","MLB"
1006,"Walker Janek",10,23.8,"C","HOU","AA"
1007,"Alejandro Osuna",10,23.8,"OF","TEX","MLB"
1008,"Levi Sterling",10,19.9,"SP","PIT","A"
1009,"Billy Amick",10,23.7,"1B, 3B","MIN","AA"
1010,"Jud Fabian",10,25.8,"OF","BAL","AAA"
1011,"Jhancarlos Lara",10,23.5,"SP, RP","WSH","AA"
1012,"Jeremy Rodriguez",10,20,"2B, 3B, SS","NYM","A"
1013,"Joe Whitman",10,24.8,"SP","SF","AAA"
1014,"Luke Dickerson",10,20.9,"2B, SS","WSH","A"
1015,"Andry Lara",10,23.5,"RP","WSH","AAA"
1016,"Jaden Hill",10,26.6,"RP","COL","MLB"
1017,"A.J. Vukovich",10,24.9,"OF","AZ","AAA"
1018,"Reggie Crawford",10,25.6,"RP","SF","ROK"
1019,"Pablo Guerrero",10,19.9,"1B","TEX","A"
1020,"Dominic Keegan",10,25.9,"C","BAL","AAA"
1021,"Colton Ledbetter",10,24.7,"OF","STL","AAA"
1022,"Cory Lewis",10,25.8,"SP, RP","MIN","AA"
1023,"Jansel Luis",10,21.4,"2B, 3B","AZ","AA"
1024,"Luis Merejo",10,20.1,"1B, OF","CLE","ROK"
1025,"Zander Mueth",10,21.1,"SP","PIT","A"
1026,"Gabriel Rincones Jr.",10,25.4,"OF","PHI","MLB"
1027,"Jorge Barrosa",10,25.4,"OF","AZ","MLB"
1028,"Ky Bush",10,26.7,"SP","CWS","MLB"
1029,"Cade Marlowe",10,29.1,"OF","ATH","AAA"
1030,"Marc Church",10,25.3,"RP","TEX","AAA"
1031,"Tirso Ornelas",10,26.4,"OF","SD","AA"
1032,"Craig Yoho",10,26.7,"RP","MIL","MLB"
1033,"Zach Maxwell",10,25.5,"RP","CIN","MLB"
1034,"K.C. Hunt",10,26,"SP","TB","AAA"
1035,"Sean Sullivan",10,23.9,"SP","COL","MLB"
1036,"Alan Roden",10,26.6,"OF","MIN","MLB"
1037,"Eduardo Beltre",10,19.8,"OF","MIN","A"
1038,"Jeter Martinez",10,20.4,"SP","PIT","A"
1039,"Griffin Burkholder",10,20.9,"OF","PHI","A"
1040,"Brandon Winokur",10,21.6,"3B, SS, OF","MIN","AA"
1041,"Ben Kudrna",10,23.5,"SP","KC","AAA"
1042,"Yasser Mercedes",10,21.7,"OF","MIN","A+"
1043,"Winston Santos",10,24.3,"SP","TEX","MLB"
1044,"Braylin Morel",10,20.5,"OF","TEX","A"
1045,"Adolfo Sanchez",10,19.8,"OF","CIN","ROK"
1046,"Tim Herrin",10,29.8,"RP","CLE","MLB"
1047,"Jose Trevino",10,33.6,"C","CIN","MLB"
1048,"Colby Thomas",10,25.5,"OF","ATH","MLB"
1049,"Ryan Fernandez",10,28.1,"RP","STL","MLB"
1050,"Porter Hodge",10,25.4,"RP","CHC","AAA"
1051,"Cionel Perez",10,30.2,"SP, RP","NYM","MLB"
1052,"Cristian Mena",10,23.6,"RP","AZ","AAA"
1053,"Dedniel Nunez",10,30.1,"RP","NYM","AAA"
1054,"Daniel Schneemann",10,29.5,"2B, 3B, SS, OF","CLE","MLB"
1055,"George Wolkow",10,20.5,"OF","CWS","A+"
1056,"Sam Hentges",10,30,"RP","SF","MLB"
1057,"Kyle Higashioka",10,36.2,"C","TEX","MLB"
1058,"Jake Bloss",10,25.1,"SP","TOR","AAA"
1059,"Shay Whitcomb",10,27.8,"2B","HOU","MLB"
1060,"Sem Robberse",10,24.8,"SP","STL","A"
1061,"Blake Walston",10,25.1,"SP","AZ","MLB"
1062,"Blake Treinen",10,38.1,"RP","LAD","MLB"
1063,"Matthew Lugo",10,25.2,"OF","KC","AAA"
1064,"Miguel Rojas",10,37.4,"2B, 3B, SS","LAD","MLB"
1065,"Joey Estes",10,24.8,"SP","ATH","MLB"
1066,"Korey Lee",10,27.9,"C","CWS","AAA"
1067,"Enmanuel Bonilla",10,20.5,"OF","TOR","A"
1068,"Max Schuemann",10,29.1,"2B, 3B, SS, OF","NYY","MLB"
1069,"Brennan Bernardino",10,34.5,"SP, RP","COL","MLB"
1070,"Ryan Thompson",10,34.1,"RP","AZ","MLB"
1071,"Yilber Diaz",10,25.9,"RP","DET","MLB"
1072,"Vidal Brujan",10,28.4,"3B, SS, OF","NYM","MLB"
1073,"Erik Miller",10,28.4,"RP","SF","MLB"
1074,"Miguel Andujar",10,31.4,"3B, OF","SD","MLB"
1075,"Tyler Phillips",10,28.7,"SP, RP","MIA","MLB"
1076,"Brooks Baldwin",10,25.9,"2B, 3B, SS, OF","CWS","AAA"
1077,"Adrian Del Castillo",10,26.8,"C","AZ","MLB"
1078,"Jerar Encarnacion",10,28.7,"OF","SF","MLB"
1079,"Will Wagner",10,27.9,"1B, 3B","SD","MLB"
1080,"Andres Chaparro",10,27.2,"1B","WSH","MLB"
1081,"Grant McCray",10,25.6,"OF","SF","MLB"
1082,"Drue Hackenberg",10,24.3,"SP","ATL","AAA"
1083,"Eric Bitonti",10,20.7,"1B","MIL","A+"
1084,"Jacob Webb",10,32.9,"RP","CHC","MLB"
1085,"Drew Romo",10,24.9,"C","CWS","MLB"
1086,"Ramon Urias",10,32.1,"2B, 3B","STL","MLB"
1087,"Brant Hurter",10,27.9,"SP, RP","DET","MLB"
1088,"Manuel Rodriguez",10,29.9,"RP","TB","AAA"
1089,"Jose Tena",10,25.3,"3B","WSH","MLB"
1090,"Julian Aguiar",10,25.1,"SP","CIN","AAA"
1091,"Jack Kochanowicz",10,25.6,"SP","LAA","MLB"
1092,"Welbyn Francisca",10,20.2,"SS","CLE","A+"
1093,"Emiliano Teodo",10,25.4,"SP, RP","TEX","MLB"
1094,"Nacho Alvarez Jr.",10,23.3,"3B","ATL","AAA"
1095,"Tyler Fitzgerald",10,28.8,"2B","LAD","AAA"
1096,"Santiago Espinal",10,31.7,"2B, 3B, OF","TEX","MLB"
1097,"Victor Vodnik",10,26.8,"RP","COL","MLB"
1098,"Valente Bellozo",10,26.5,"SP, RP","COL","MLB"
1099,"David Peralta",10,38.9,"OF","SD","AAA"
1100,"Tyler Kinley",10,35.5,"RP","ATL","MLB"
1101,"Osvaldo Bido",10,30.8,"SP, RP","CWS","MLB"
1102,"Calvin Faucher",10,30.8,"RP","MIA","MLB"
1103,"Alex Call",10,31.8,"OF","LAD","MLB"
1104,"Tommy Kahnle",10,36.9,"RP","BOS","MLB"
1105,"Luis Campusano",10,27.8,"C","SD","MLB"
1106,"Luis Garcia",10,29.6,"SP","NYY","ROK"
1107,"Davis Schneider",10,27.5,"2B, OF","TOR","MLB"
1108,"Tyler Locklear",10,25.6,"1B","AZ","MLB"
1109,"Austin Hays",10,31,"OF","CWS","MLB"
1110,"Jose Siri",10,30.9,"OF","LAA","MLB"
1111,"Jonah Heim",10,31.1,"C","ATH","MLB"
1112,"David Festa",10,26.4,"SP","MIN","AAA"
1113,"Jason Heyward",10,36.9,"OF","SD","AAA"
1114,"Jake Eder",10,27.8,"RP","LAD","MLB"
1115,"Everson Pereira",10,25.3,"OF","CWS","MLB"
1116,"Jordan Wicks",10,26.9,"SP, RP","CHC","MLB"
1117,"Anthony Solometo",10,23.6,"SP","PIT","AA"
1118,"Chris Paddack",10,30.5,"SP","TEX","MLB"
1119,"J.P. France",10,31.3,"RP","HOU","MLB"
1120,"Chase Silseth",10,26.2,"RP","LAA","MLB"
1121,"Nestor Cortes",10,31.6,"SP","FA","A+"
1122,"Graham Pauley",10,25.8,"3B","MIA","MLB"
1123,"Wilmer Flores",10,34.9,"1B","FA","MLB"
1124,"Craig Kimbrel",10,38.1,"RP","TB","MLB"
1125,"Starling Marte",10,37.8,"OF, UT","KC","MLB"
1126,"Nelson Velazquez",10,27.6,"OF","STL","MLB"
1127,"MJ Melendez",10,27.6,"OF","NYM","MLB"
1128,"Anthony Rizzo",10,36.9,"1B","NYY","AA"
1129,"Jonatan Clase",10,24.2,"OF","TOR","MLB"
1130,"Max Kepler",10,33.4,"OF","AZ","MLB"
1131,"Ty Madden",10,26.4,"SP, RP","DET","MLB"
1132,"Kris Bryant",10,34.5,"UT","COL","MLB"
1133,"Gavin Stone",10,27.8,"SP","LAD","MLB"
1134,"Logan Allen",10,27.9,"SP","CLE","MLB"
1135,"Yanquiel Fernandez",10,23.5,"OF","NYY","AAA"
1136,"Justyn-Henry Malloy",10,26.4,"OF","TB","AAA"
1137,"Luis Matos",10,24.5,"OF","MIL","MLB"
1138,"Orlando Arcia",10,31.9,"1B, 2B, 3B, SS","MIN","MLB"
1139,"Cody Bradford",10,28.4,"SP, RP","TEX","AAA"
1140,"Tyler Anderson",10,36.6,"SP","LAA","MLB"
1141,"Tanner Houck",10,30.1,"SP","BOS","AA"
1142,"Ronel Blanco",10,32.9,"SP","HOU","AAA"
1143,"Trey Lipscomb",10,26.1,"1B, 3B, SS","WSH","AAA"
1144,"Rowdy Tellez",10,31.3,"1B","ATL","MLB"
1145,"Matt Strahm",10,34.7,"RP","KC","MLB"
1146,"Mitch Garver",10,35.5,"C","SEA","MLB"
1147,"Andrew McCutchen",10,39.8,"OF, UT","ATL","MLB"
1148,"Brock Stewart",10,34.8,"RP","LAD","MLB"
1149,"Pierce Johnson",10,35.2,"RP","CIN","MLB"
1150,"Nick Madrigal",10,29.4,"2B, 3B","TB","MLB"
1151,"Freddy Fermin",10,31.2,"C","SD","MLB"
1152,"Randal Grichuk",10,34.9,"OF, UT","CWS","MLB"
1153,"Caleb Ferguson",10,30,"RP","CIN","MLB"
1154,"Justin Slaten",10,28.8,"RP","BOS","MLB"
1155,"Ryan Yarbrough",10,34.5,"SP, RP","NYY","MLB"
1156,"Michael Kopech",10,30.2,"RP","FA","AAA"
1157,"James Paxton",10,37.7,"SP","LAD","MLB"
1158,"Jose Alvarado",10,31.2,"RP","PHI","MLB"
1159,"Patrick Sandoval",10,29.8,"SP","BOS","MLB"
1160,"Alek Manoah",10,28.5,"SP","LAA","MLB"
1161,"Paul Blackburn",10,32.6,"SP, RP","NYY","MLB"
1162,"Matt Mervis",10,28.3,"1B","WSH","AAA"
1163,"Carlos Jorge",10,22.8,"OF","CIN","AAA"
1164,"Jordan Hicks",10,29.9,"SP, RP","CWS","MLB"
1165,"Michael Conforto",10,33.4,"OF","CHC","MLB"
1166,"Jurickson Profar",10,33.4,"OF","ATL","AAA"
1167,"Oswaldo Cabrera",10,27.4,"3B","NYY","MLB"
1168,"Chase Davis",10,24.6,"OF","STL","AAA"
1169,"Drew Gilbert",10,25.8,"OF","SF","MLB"
1170,"Ryan McMahon",10,31.6,"3B","NYY","MLB"
1171,"Sean Murphy",10,31.8,"C","ATL","MLB"
1172,"Ryan Mountcastle",10,29.4,"1B","BAL","MLB"
1173,"Christopher Morel",10,27.1,"1B, OF","NYM","MLB"
1174,"Ronny Mauricio",10,25.3,"3B","NYM","MLB"
1175,"Esteury Ruiz",10,27.4,"OF","MIA","MLB"
1176,"Tyler O'Neill",10,31.1,"OF","BAL","MLB"
1177,"Rhys Hoskins",10,33.3,"1B","CLE","MLB"
1178,"Justin Foscue",10,27.4,"1B, 2B","TEX","MLB"
1179,"Jace Jung",10,25.8,"3B","DET","MLB"
1180,"Chas McCormick",10,31.2,"OF","CHC","AAA"
1181,"Justin Verlander",10,43.4,"SP","DET","MLB"
1182,"Vaughn Grissom",10,25.5,"1B, 2B, 3B","LAA","MLB"
1183,"Ryan Pressly",10,37.6,"RP","CHC","MLB"
1184,"Jeimer Candelario",10,32.6,"3B","LAA","MLB"
1185,"Jack Suwinski",10,27.9,"OF","LAD","AAA"
1186,"Roderick Arias",10,21.9,"SS","NYY","A+"
1187,"Adbert Alzolay",10,31.4,"RP","NYM","AAA"
1188,"Gavin Lux",10,28.7,"2B, OF","TB","AAA"
1189,"Nolan Jones",10,28.2,"OF","CWS","AAA"
1190,"Christian Encarnacion-Strand",10,26.6,"1B","BAL","MLB"
1191,"Emmanuel Clase",10,28.3,"RP","CLE","MLB"
1192,"Ha-Seong Kim",10,30.8,"SS","ATL","MLB"
1193,"Bo Naylor",10,26.4,"C","CLE","MLB"
1194,"Bobby Miller",10,27.3,"SP, RP","LAD","AAA"
1195,"Nick Castellanos",10,34.4,"OF","SD","MLB"
1196,"Masataka Yoshida",10,33,"UT","BOS","MLB"
1197,"Camilo Doval",10,29,"RP","NYY","MLB"
1198,"Jarred Kelenic",10,27,"OF","TEX","MLB"
1199,"Eloy Jimenez",10,29.6,"OF","TOR","MLB"
1200,"Heston Kjerstad",10,27.4,"OF","BAL","AAA"
1201,"Jordan Romano",10,33.2,"RP","COL","MLB"
1202,"Edouard Julien",10,27.2,"1B, 2B","COL","MLB"
1203,"Thairo Estrada",10,30.4,"2B","BAL","AAA"
1204,"Tyler Black",10,25.9,"1B","MIL","MLB"
1205,"Alexis Diaz",10,29.8,"RP","TEX","AAA"
1206,"Jordan Montgomery",10,33.6,"SP","TEX","AAA"
1207,"Zach Dezenzo",10,26.2,"OF","HOU","MLB"
1208,"Ke'Bryan Hayes",10,29.5,"3B","CIN","MLB"
1209,"Lane Thomas",10,30.9,"OF","KC","MLB"
1210,"Griffin Canning",10,30.2,"SP","SD","MLB"
1211,"Leody Taveras",10,27.9,"OF","BAL","MLB"
1212,"Brendan Rodgers",10,29.9,"2B","BOS","AAA"
1213,"Bryan De La Cruz",10,29.6,"OF","PHI","AAA"
1214,"Luis Rengifo",10,29.4,"2B, 3B, OF","SD","MLB"
1215,"Joey Ortiz",10,28,"3B, SS","MIL","MLB"
1216,"Nick Nastrini",10,26.4,"SP, RP","LAD","AA"
1217,"Nick Frasso",10,27.8,"SP, RP","LAD","AAA"
1218,"J.D. Martinez",10,38.9,"UT","NYM","A"
1219,"Frankie Montas",10,33.3,"SP","FA","A+"
1220,"Jose Leclerc",10,32.6,"RP","SD","ROK"
1221,"Kutter Crawford",10,30.3,"SP","BOS","AAA"
1222,"Harrison Bader",10,32.1,"OF","SF","MLB"
1223,"Robert Stephenson",10,33.4,"RP","LAA","A"
1224,"Blake Dunn",10,27.9,"OF","CIN","MLB"
1225,"Sterlin Thompson",10,25.1,"OF","COL","MLB"
1226,"Yennier Cano",10,32.4,"RP","BAL","MLB"
1227,"Whit Merrifield",10,37.5,"2B, 3B, OF","ATL","MLB"
1228,"Tommy Pham",10,38.4,"OF","PHI","MLB"
1229,"James Outman",10,29.2,"OF","DET","MLB"
1230,"Henry Davis",10,26.8,"C","PIT","MLB"
1231,"Thomas Saggese",10,24.3,"2B, 3B, SS, OF","STL","MLB"
1232,"Evan Phillips",10,31.9,"RP","LAD","MLB"
1233,"Kyle Hurt",10,28.1,"SP, RP","LAD","MLB"
1234,"Marco Luciano",10,24.9,"OF","NYY","AAA"
1235,"Triston McKenzie",10,28.9,"RP","SD","AAA"
1236,"Max Scherzer",10,41.9,"SP","TOR","MLB"
1237,"Kenta Maeda",10,38.3,"RP","FA","AAA"
1238,"Orelvis Martinez",10,24.7,"2B","WSH","AAA"
1239,"Tekoah Roby",10,24.8,"SP","STL","AA"
1240,"John Means",10,33.2,"SP","KC","A+"
1241,"Yu Darvish",10,39.9,"SP","SD","AAA"
1242,"Jake Fraley",10,31.2,"OF","TB","MLB"
1243,"Will Benson",10,28.1,"OF","CIN","MLB"
1244,"Matt Wallner",10,28.6,"OF","MIN","MLB"
1245,"Juan Brito",10,24.8,"2B, SS","CLE","MLB"
1246,"Yuki Matsui",10,30.7,"RP","SD","MLB"
1247,"Sawyer Gipson-Long",10,28.6,"SP","DET","AAA"
1248,"Connor Phillips",10,25.2,"RP","CIN","MLB"
1249,"Alec Marsh",10,28.2,"SP","KC","MLB"
1250,"Steven Matz",10,35.1,"SP, RP","TB","MLB"
1251,"Michael Grove",10,29.6,"RP","TB","MLB"
1252,"Luke Little",10,25.9,"RP","CHC","MLB"
1253,"Alex Wood",10,35.5,"SP","ATH","MLB"
1254,"Yoan Moncada",10,31.1,"3B","LAA","MLB"
1255,"Matt Vierling",10,29.8,"OF","DET","MLB"
1256,"Michael Toglia",10,27.9,"1B","CIN","AAA"
1257,"Isiah Kiner-Falefa",10,31.3,"2B, 3B, SS","BOS","MLB"
1258,"Gabriel Arias",10,26.4,"2B, 3B, SS","CLE","MLB"
1259,"Kyle Isbel",10,29.4,"OF","KC","MLB"
1260,"Hunter Harvey",10,31.6,"RP","CHC","MLB"
1261,"Kevin Ginkel",10,32.3,"RP","AZ","MLB"
1262,"Jose Quintana",10,37.5,"SP","COL","MLB"
1263,"Nate Pearson",10,29.9,"RP","HOU","MLB"
1264,"Javier Baez",10,33.6,"2B, 3B, SS, OF","DET","MLB"
1265,"Alek Thomas",10,26.2,"OF","LAD","MLB"
1266,"Jake Rogers",10,31.3,"C","DET","MLB"
1267,"Elias Diaz",10,35.7,"C","TEX","MLB"
1268,"Bailey Falter",10,29.2,"SP","KC","MLB"
1269,"Andrew Kittredge",10,36.3,"RP","BAL","MLB"
1270,"Miguel Amaya",10,27.4,"C","CHC","MLB"
1271,"Kevin Kiermaier",10,36.2,"OF","LAD","MLB"
1272,"Braden Shewmake",10,28.7,"2B, 3B, SS","MIL","MLB"
1273,"Dane Dunning",10,31.6,"RP","SEA","AAA"
1274,"Ryan Feltner",10,29.9,"SP","COL","MLB"
1275,"Cole Winn",10,26.6,"RP","TEX","MLB"
1276,"Michael Lorenzen",10,34.5,"SP","COL","MLB"
1277,"Jose Miranda",10,28.1,"3B","SD","AAA"
1278,"Taijuan Walker",10,33.9,"SP, RP","LAA","MLB"
1279,"Mike Clevinger",10,35.6,"RP","PIT","AAA"
1280,"Scott Barlow",10,33.6,"RP","KC","MLB"
1281,"Enrique Hernandez",10,34.9,"1B, 2B, 3B, OF","LAD","MLB"
1282,"Adrian Houser",10,33.5,"SP","SF","MLB"
1283,"Joel Payamps",10,32.3,"RP","ATL","MLB"
1284,"Andrew Nardi",10,27.9,"RP","MIA","MLB"
1285,"Patrick Corbin",10,37,"SP","TOR","MLB"
1286,"Tylor Megill",10,30.9,"SP","NYM","AA"
1287,"DL Hall",10,27.8,"SP, RP","MIL","MLB"
1288,"Mike Yastrzemski",10,35.9,"OF","ATL","MLB"
1289,"Bowden Francis",10,30.2,"SP","TOR","MLB"
1290,"Colin Holderman",10,30.8,"RP","CLE","MLB"
1291,"Amed Rosario",10,30.7,"2B, 3B","NYY","MLB"
1292,"Ty France",10,32,"1B","SD","MLB"
1293,"Ryne Stanek",10,34.9,"RP","STL","MLB"
1294,"Carlos Santana",10,40.3,"1B","ATL","MLB"
1295,"Jared Shuster",10,27.9,"SP, RP","STL","MLB"
1296,"Victor Robles",10,29.2,"OF","SEA","MLB"
1297,"Darell Hernaiz",10,24.9,"2B, 3B, SS","ATH","MLB"
1298,"Cal Quantrill",10,31.4,"SP, RP","TEX","MLB"
1299,"Richie Palacios",10,29.2,"2B, OF","TB","MLB"
1300,"Mark Leiter Jr.",10,35.4,"RP","ATH","MLB"
1301,"Simeon Woods Richardson",10,25.8,"SP, RP","TOR","MLB"
1302,"Connor Wong",10,30.2,"C","BOS","MLB"
1303,"Ross Stripling",10,36.7,"SP, RP","ATH","A"
1304,"Jason Foley",10,30.7,"RP","SF","MLB"
1305,"Jared Triolo",10,28.4,"1B, 2B, 3B, SS","PIT","MLB"
1306,"Adam Frazier",10,34.6,"2B, OF","LAA","MLB"
1307,"Nick Loftin",10,27.8,"2B, 3B, OF","KC","MLB"
1308,"Brooks Raley",10,38.1,"RP","NYM","MLB"
1309,"Travis d'Arnaud",10,37.4,"C","LAA","MLB"
1310,"Enmanuel Valdez",10,27.6,"1B","PIT","AAA"
1311,"Anthony Bender",10,31.5,"RP","MIA","MLB"
1312,"Jordan Leasure",10,27.9,"SP, RP","CWS","MLB"
1313,"Patrick Bailey",10,27.1,"C","CLE","MLB"
1314,"Luis Urias",10,29.1,"2B","TOR","MLB"
1315,"Shelby Miller",10,35.8,"RP","CHC","AAA"
1316,"Yimi Garcia",10,35.9,"RP","TOR","AAA"
1317,"A.J. Minter",10,32.9,"RP","NYM","MLB"
1318,"Will Brennan",10,28.5,"OF","SF","MLB"
1319,"Danny Coulombe",10,36.7,"RP","BOS","MLB"
1320,"Kirby Yates",10,39.3,"RP","LAA","MLB"
1321,"Joe Jimenez",10,31.5,"RP","ATL","MLB"
1322,"Graham Ashcraft",10,28.4,"RP","CIN","MLB"
1323,"Tyler Freeman",10,27.2,"2B, OF","COL","MLB"
1324,"Jake Meyers",10,30.1,"OF","HOU","MLB"
1325,"Matt Waldron",10,29.8,"SP","SD","MLB"
1326,"Ian Hamilton",10,31.1,"RP","ATL","MLB"
1327,"Joey Meneses",10,34.2,"1B","ATH","MLB"
1328,"Josh Rojas",10,32.1,"2B, 3B","KC","MLB"
1329,"David Hamilton",10,28.8,"2B, 3B, SS","MIL","MLB"
1330,"Enyel De Los Santos",10,30.6,"RP","HOU","MLB"
1331,"Joe Kelly",10,38.1,"RP","LAD","A"
1332,"Gary Sanchez",10,33.6,"C","MIL","MLB"
1333,"Chris Martin",10,40.1,"RP","TEX","MLB"
1334,"Daniel Hudson",10,39.4,"RP","LAD","MLB"
1335,"Wandy Peralta",10,34.9,"SP, RP","SD","MLB"
1336,"Austin Martin",10,27.3,"OF","MIN","MLB"
1337,"Jorge Mateo",10,31.1,"SS, OF","ATL","MLB"
1338,"Trevor Williams",10,34.2,"SP","WSH","AAA"
